,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1998-03,0.005254802411525819,0.9999999570350386,0.9996464405669331,1.774658295121693e-30,2.6683594667447115e-23,5.1105265699930984e-06,1.0,5.527064551520863e-32,0.9999967204103954,1.0,0.018070120575850054,9.608211886192958e-15,2.662209481152841e-22,1.0,5.021236829640482e-15,1.5609193445288985e-41,1.0,4.0131318953708063e-47,3.131802072916665e-17,0.9987386260273546,0.1048129560501321,3.186717712924643e-39,7.654661921870288e-15,0.9999992331390433,1.1365710682475106e-36,0.022489160431712823,1.0,9.543676166708224e-33,1.0,1.2091238726473689e-26
1998-04,0.9999999995920414,0.9975801368504811,0.9940458005022657,4.669046809943529e-62,0.9999999999999998,0.06315110526783546,1.0,9.317885155757438e-26,6.859490075268168e-30,1.0,0.9999952421946425,0.9706717554557251,1.7372632583023924e-20,4.0927404680618196e-41,1.64155945233189e-60,1.7704972959154724e-30,0.9999993091294239,0.999999996778818,7.45045044496069e-23,0.00018391676498761335,0.044062595399771615,7.372358601165093e-34,0.9999999999999973,0.9999999861886485,5.550346349199829e-29,0.999999584015855,1.481070019845285e-14,1.4804026907709966e-20,0.7284823675554154,1.999112728615399e-05
1998-05,3.1661991903532776e-16,1.1304750534774157e-11,0.9999999919879823,2.842503304696068e-38,0.0,1.6027095083784937e-15,1.0,2.9733481450878503e-29,1.0,0.9999999999999964,0.9999941290460218,2.5519931141860557e-36,4.6000151470072704e-07,8.217762748193207e-16,0.9999992341917064,5.394268153047546e-144,9.290891303482653e-46,2.8958701934081357e-50,8.110043843198795e-85,8.730707957378982e-08,0.0018793821200015013,1.0443899246831418e-06,4.621509435225552e-08,4.6065009521911715e-14,0.9999999114797745,0.9999919145529821,4.042665197455924e-21,1.4394064999956029e-61,0.9999999809607012,1.970483509802889e-42
1998-06,0.9999334563668802,0.9999999909244361,0.9999993564729365,0.9999998564253675,0.001411291687092611,4.095936485080939e-06,1.0,0.13865255785110633,6.33510001824662e-36,0.9999999809595201,2.4157907586151323e-54,5.563816917482715e-08,5.54286957878882e-29,0.6069285195028763,2.725298645400719e-06,3.057101423407655e-20,8.021584554705487e-58,1.0,1.8684956118813988e-77,1.3814051326154015e-05,0.0009737529742084933,2.4840525559161168e-14,0.9999999946573515,3.58310982060298e-15,4.813437404354047e-22,1.6283483399606746e-26,0.9999999999999782,0.0069231641932006385,0.0017758820169350893,1.0783035360985262e-27
1998-07,4.281154968955701e-64,0.008746934148773916,0.988385502881092,0.9983537378628838,5.984142065408498e-19,0.9986999333394736,0.994634157419872,1.4161847891876984e-07,1.0,0.0011556282257049763,0.9999998644692026,0.998025674573563,2.7359161751550116e-11,2.6295898124794376e-10,1.1500841839274344e-21,0.0007945585013945045,1.0,1.777479806181919e-35,8.990331077152236e-53,0.0006573684187222565,0.9703127396869032,1.0,0.999999999999976,0.9999968355751975,0.9999976357384652,0.9999998570110167,0.9890128419917724,2.5053893336627515e-17,5.174571567871963e-16,0.9999995691935419
1998-08,1.0472646560646257e-05,0.9999999998262559,0.052678734599065725,0.9999999995525188,0.9945080845900472,0.005568964411436168,1.0,0.99997967849239,0.0016736769889045527,0.9999999999971356,9.949268338470147e-25,0.9997835219304316,0.9999999999998956,0.0003126085173139444,0.9528690902307911,0.9999697715270902,1.6177355666690762e-31,1.0,2.689500189270065e-64,0.0002559145171006619,0.00010354642824535095,0.9999934714209974,0.9999999953367058,2.1488447738865247e-88,0.9999787761141335,1.0,1.0,0.9999999649594742,0.022070842060125256,0.9845877305462015
1998-09,1.966733071658767e-09,3.968415997422902e-05,0.00033109945950567717,3.6641549377722304e-13,8.370165923550327e-10,0.9995042075865306,2.4872417049010337e-32,0.634287462799964,2.143181960108561e-08,1.790906502632609e-105,1.0022688834383133e-13,1.9958638228204957e-42,0.2543507923195893,0.9999999999999962,2.947084762384276e-30,5.9910635143923816e-43,6.601972105311804e-57,2.556209752630057e-34,1.0,0.0002035529091789238,0.9983604302968814,1.8326248352763304e-12,2.4762762590140892e-27,1.8124534044836447e-27,2.6440332355502288e-21,2.3737572405639037e-11,0.9999909079013471,1.973702912634503e-17,0.001946014202774237,7.853044266740248e-10
1998-10,6.929549009372764e-07,6.180341707039022e-32,4.704321502058285e-06,0.7746759218937885,3.55913968722109e-11,3.44794672085433e-05,1.5874037239975642e-31,0.9999990811397689,2.0382410007921014e-32,4.174335272625891e-25,0.9999997345141415,9.594098128272323e-28,1.5482974190160332e-39,1.0,0.9999999999913682,0.009058744946475576,1.0,5.600189836010677e-07,2.61741101094068e-130,4.842617828999943e-05,4.0595492323798394e-07,5.796652576701821e-47,4.226189043919269e-06,0.9999999414121011,0.999999999999456,7.223444587777602e-20,0.999924910700899,0.997629160406659,8.541534748397394e-08,2.3909058156563003e-15
1998-11,0.9943102280941217,4.134314297201372e-23,0.020437489776402563,0.9999999992231521,0.012116386032769952,0.0016664204189010383,1.2573724548291548e-38,0.023821466961501236,2.6779682168311443e-24,3.5835697849163184e-47,1.6611443063111297e-06,1.5852026193987104e-17,6.055913008421835e-39,1.4341059335556994e-17,2.2313540275071524e-08,1.822093762998046e-30,8.275424753895736e-06,4.149064390727784e-32,8.092274176740633e-140,0.0032344255181752765,3.2947079936329827e-08,1.0,1.0,1.8442287949795695e-09,7.979582241006891e-13,0.007052430618960373,0.45481977201621376,0.026068545063610695,8.033257237174722e-10,0.9981397003218427
1998-12,0.9999997742990062,0.9999654924091168,0.00038684942530881164,0.9999999997247551,0.9999989758832036,0.9997738559773797,0.0008217590496947084,2.8685785222127555e-05,0.8952999685273624,0.9999999999999953,1.662330635851765e-06,1.1666555625091654e-11,1.3174730526392165e-26,0.9999999779468993,0.9999999999999871,2.628304303437436e-07,6.484978472501754e-20,0.012258430379820153,0.9999999995053774,0.004412068459035861,0.9868644810729954,1.0,1.556007951294973e-44,0.999999890331073,0.9999996717807283,0.9034539463061801,1.0,0.9992866804484701,0.967225716257701,8.828571223696749e-09
1999-01,0.7205071324515734,4.75651542853077e-29,9.176742292857982e-05,1.0,1.0,0.9999960888510464,0.9999999999974734,0.9865471082706634,0.9980712837512288,1.0,3.937937735945678e-11,0.9995828342978321,1.9959506385513545e-10,1.0,0.9999999999999987,0.0018317900803310392,0.9999999670160581,2.1772810800451116e-06,0.9999999999523732,0.0001999313607727993,0.8271438860264789,0.999999999999932,1.0,0.9999999998314248,0.9999999999998592,0.9985365458018048,1.0,0.0010205293876133642,0.9330264482137003,0.02099041674718605
1999-02,6.275337556767655e-07,1.0,0.31714463932355696,1.2206353719182767e-53,2.2481591601421142e-26,0.999922219165519,0.9999999893919654,4.105278505741946e-05,1.0,1.0,4.890387052255117e-07,9.268883581205988e-36,1.0048193278375802e-41,0.9999999845702817,0.97382495312676,0.9999999997177809,1.0,1.1451301220341344e-72,7.092583828557193e-11,2.66423513494417e-05,2.3190191436795112e-39,1.0588108373538777e-26,1.7718214883368612e-23,0.9999873875774727,8.648259670596574e-116,0.999999351207653,7.48826757456834e-08,0.0010471663924640246,4.004180548964639e-31,0.9999920607201999
1999-03,0.9999999999992786,0.999999999891577,0.21896710264509134,0.9999999999999865,4.054942014889375e-28,0.9999999999999991,1.0,0.9983324874997642,5.228597724402783e-11,3.5285959200295254e-05,1.0,0.9999984827366615,8.043887488655436e-18,0.0001951890950095325,0.013486665226423585,0.04076743273780329,1.5138884281834264e-20,5.88510894753274e-16,3.460643606965409e-42,4.00335962141526e-07,0.0005927535560581361,0.9998600014119509,0.9999999986329688,2.3222089209834665e-05,0.0005031020051913554,4.0350310097432773e-22,6.438718089948957e-06,0.03495831088280442,3.971502878020358e-13,0.0007546282617724406
1999-04,0.9897010602799556,4.321325597797186e-24,0.9999999998511753,0.9999451948797018,2.24579752296839e-19,8.076149833791008e-09,3.733858228949956e-19,7.383900791069717e-07,1.0,2.8281301545826517e-14,0.9999887003945652,0.9999999999942699,3.116749138241803e-22,3.4457139581588387e-56,1.0837187103597184e-11,1.0,9.029926622218108e-13,2.8277104685052955e-47,2.605963009551253e-59,3.946173075622056e-09,0.002115620175205799,7.349078921834571e-52,0.9999375261326013,1.0,1.5337621276602897e-42,0.9999555880203773,5.388387379674838e-21,0.004953236839284733,1.4539406826124226e-28,4.698153309393166e-10
1999-05,1.1010373702544178e-11,0.9999999879429077,4.293552835672603e-64,1.0,4.011593190933146e-206,1.2527277044818654e-53,9.91183654157377e-47,5.805834651701013e-33,1.0,1.2209342961992575e-46,1.0,0.0008879791503651235,1.0,2.9015780506952683e-61,7.014662479111952e-64,0.9999999999999991,2.5513290071246393e-79,1.3910781534474894e-07,1.0,8.768009822644079e-53,1.0,1.983409747779023e-35,1.0,1.0,1.0,0.9999999996251685,0.9999999999999998,1.0,1.552683567353647e-51,1.0
1999-06,0.9999739120358744,0.00035707973774876665,0.9999815163307968,0.9999999986050367,1.5534565903906546e-14,0.0021371237701979604,5.456850974914251e-41,0.006414119422228145,0.9999996464587717,6.534809073743301e-13,0.9999999999999158,4.988893942447088e-06,1.0442739533331247e-06,1.0,8.98216556850858e-31,0.7911886351876346,8.950623826870362e-08,5.155362558213441e-72,1.0,0.00039659500805816467,0.002994217032738679,4.1198226082012866e-29,5.670802011948298e-25,1.0,1.3779092048881482e-44,0.9988343164857774,1.8720731534577792e-39,3.744549656809934e-05,5.104974629909901e-34,0.0019094448462676711
1999-07,7.662761018666788e-12,1.0378106017890573e-34,6.3579772577433e-13,1.8810972227955664e-41,7.155750110154601e-162,1.1769207955248295e-54,2.7426876534926023e-78,4.0607026518017126e-11,9.830215514927747e-24,9.125450468944547e-38,6.806458756582693e-99,1.0,1.0,2.7134126184985866e-11,1.0,1.0,9.481026185241899e-52,8.011760505468157e-17,0.9999999932067944,1.8616636261598905e-05,3.430055276404945e-29,6.225491582567906e-56,1.0,5.275698521532654e-61,5.076027188460381e-51,0.9999999411258789,0.9999999894026287,1.0,2.128645302342056e-94,0.9999999999979758
1999-08,0.9999997038371261,1.3093541317633843e-12,0.4464597553481952,4.392763596659092e-71,1.4234970302279557e-57,4.728655092457644e-14,1.076266898173427e-18,0.01432845673956823,0.9999989531446065,1.0,4.6187292503495126e-29,0.9859402881534215,1.0,0.009998792735132284,6.197264432179053e-11,0.9999999999999991,1.4393360220224453e-36,1.707234988960279e-15,8.422347265797624e-05,0.6422253480865073,0.0015598271589354327,6.172211705266757e-23,1.148083189144783e-19,0.9999673282140544,3.99666517190266e-15,0.0018000347487893188,1.212726599218131e-07,1.0,0.2856376142099855,5.039506693747117e-93
1999-09,0.999999972235014,0.9999963792794445,0.999999976064014,5.999702436367155e-78,0.1828348407155009,0.9999833569871278,2.2950929795240997e-42,0.9999769027921055,0.0003873782409302015,8.720218827609601e-51,1.3891732527391325e-16,0.9999999999999913,1.0,0.9999999999999645,0.001620105185191236,0.9933062609057315,2.5954838168519724e-41,3.645393945913055e-24,0.027947972764364278,0.9511298892748448,6.972865724131258e-05,1.0,8.155296388376375e-09,0.9999999999997766,6.464690391883036e-06,0.9999999925507905,0.9999997581621386,0.9999601353372518,0.9998081123280048,2.999639258377123e-09
1999-10,0.9999999724334674,1.5143921792070196e-09,0.4502922255825047,1.0,5.3743712920789644e-17,6.2613645484281544e-06,9.071768839134202e-06,0.999999493111027,1.7476789511758478e-09,6.943288158232655e-24,9.51422520135191e-15,1.0,3.0657594534802432e-06,0.9999994192395513,0.9999999282043175,7.067139547816071e-06,3.975445689176855e-46,8.504190470636044e-16,0.9999999999883904,0.000626315015692159,3.507430985465933e-25,5.005444231928153e-08,3.1467619835299767e-12,0.9999999999995881,1.1239688803429661e-20,0.5842819728887272,1.0,0.9999999999953575,0.004493897884045708,0.9998775967613883
1999-11,0.9999999932591455,0.9999860233133542,1.9932083228987157e-15,1.0,1.0,0.9999999999819591,3.251645034020739e-34,5.2530935831491725e-06,1.0,3.3013410535222138e-56,0.0002299775605142116,0.9999999999678866,0.9489590670132496,0.0015517066084176246,0.012680605564862944,1.654578031531775e-14,4.34818307276963e-73,8.165494462631253e-61,0.0004586535447353333,0.0006352367789377373,2.739978019325321e-15,0.9999974857055844,0.9999999999999669,1.0,0.0001728044407931909,0.00018306175345311442,0.9999999999999745,4.949538112988218e-35,2.3280502902772236e-16,7.690566856231922e-18
1999-12,0.9146542369387489,3.9325287584160396e-25,0.9999999930588079,6.875952212264419e-64,1.9327614750669767e-44,0.9999999999998601,1.1265432625634208e-30,0.9999999911953856,0.9999999955261929,1.0,0.0007684585752390119,0.9976891960024683,0.9999999831828236,1.0,1.0,0.0004291417231911513,1.0,2.213991442691927e-20,1.2570531441271364e-12,0.00020294047526827927,0.9998261292892487,1.0,4.48450839601882e-08,0.06734977674340678,0.9999999999999591,0.9551254885953346,6.476173129474272e-45,2.199989437175127e-08,4.011528549031869e-30,0.9999999786363174
2000-01,7.473246023119145e-10,0.9999949881563008,0.9892527428554952,1.0,1.0,0.00031637787118134826,3.654620550783909e-12,0.9997299573358382,2.741428272342944e-11,0.9999999999999996,0.7153621090595603,3.8012576791693483e-10,9.17758428916815e-12,0.9999999999997637,1.1361560429730541e-41,1.0,1.708646171613151e-15,5.617263617589758e-62,2.032560870880215e-20,4.617990983692408e-06,0.7975156049492472,1.7100740390055283e-07,0.9999999889845057,2.373389423263681e-12,1.0,1.180468742226264e-06,0.00028785682676812463,4.4941665743237184e-13,0.3371059509101839,3.3243592162890646e-10
2000-02,0.006041345694493607,1.0,1.0,0.9999999999999982,0.9587241602740836,0.9999999963035369,0.9999999999985041,0.9999759424369166,0.999999988616954,0.00011614575918522523,0.9999982021589932,3.0976129340623527e-18,1.1229559193540104e-07,2.8009556579662853e-31,2.8159012545007114e-06,7.895200526246407e-10,4.448951199748316e-24,4.690185623924511e-30,0.9999999997389599,0.0008420577786058409,0.0034402247421153327,4.209782567833533e-29,1.7538568380261667e-17,2.0085175443892082e-14,5.612747867257274e-22,0.8740922732190397,3.703182921379958e-05,1.0,0.9999995141105494,2.4609043430407292e-05
2000-03,5.464349473953966e-08,4.014239556285103e-40,2.611898827863173e-15,0.0005958501137047301,0.9875097917734503,5.225635878777493e-14,3.712229685223959e-53,2.290278567215445e-05,2.134767938661082e-10,2.0832949660771814e-08,0.9999999453730788,2.076698945256064e-06,0.9999999999999998,1.076085728711523e-18,5.827881156671349e-06,0.9997842682714434,0.9999999999912002,3.466826076398128e-145,0.6034356097520932,0.17641037079577576,0.9999447721618849,6.769941014663015e-17,2.9460256015161994e-36,2.602944583898641e-38,1.0,5.523171905019108e-08,0.1332538627810282,7.592565786213978e-12,4.847894011872989e-27,0.9999784220964655
2000-04,4.607975349209301e-06,2.8158885819682196e-23,0.9936745583736052,6.2499147204267776e-77,2.482938807671375e-27,1.3789443971459268e-10,0.027853959616333093,5.196808618136276e-21,1.1844021281588072e-06,0.9617025938348704,2.0690782582691365e-08,0.9999892920975203,0.9999999999999989,3.473692717615765e-57,0.9999671607721444,9.068391002081918e-46,1.0,3.27859566399755e-18,2.560521899656894e-35,0.9832500126200232,1.2825225857345439e-06,5.78450232692455e-66,6.8869459547514874e-102,1.0597862518765253e-21,2.367228416392009e-10,0.999979617278834,5.672874844847221e-20,0.33323346915345275,0.0006906408230351308,0.9980389334019453
2000-05,1.2408428156703447e-34,0.9999211011506961,0.9999999996902518,1.3253532045785995e-05,1.0,5.760250380591781e-20,0.9999999999243381,0.9999999984134094,0.0598622671895406,0.9999999999994713,4.4015423055148115e-07,0.9839677125802847,1.1753594461997495e-06,1.4410510970675059e-11,0.9999965444717341,7.375591045152204e-45,0.0001430898981171482,1.544546567194078e-156,0.0020613199686332425,0.00327761458137214,1.8602261649772942e-06,1.5837936529128076e-21,3.1316333756340323e-32,1.0,3.0684902496297428e-06,0.0019490842349599842,0.9997584676752148,4.1649560048265e-06,2.5881524573830093e-37,6.17272046324187e-17
2000-06,2.424460849827861e-05,0.9998232323577405,1.6466994618289842e-09,0.9999999999990723,1.3222107550553205e-06,0.996589944222397,1.0,0.005825539310271398,0.9999985706077903,0.9999999968979745,0.9999999999999993,4.9745610131003104e-08,1.0,1.0,6.966696454332051e-17,0.9909551149195658,1.4962331993156777e-38,1.5191427016849284e-12,1.0,7.779568508893974e-05,2.0166554990912378e-07,4.573815191637902e-07,2.086360247165413e-65,0.9991243501331094,0.9999999999947908,0.9957448805631204,0.012472137571005524,1.0584391724219055e-29,1.0,5.991752819850019e-07
2000-07,0.9999999855074925,1.0,0.9999975167340571,3.339070359209053e-26,2.275343595685682e-42,0.9998395738197609,8.525017568140811e-16,0.9947572168181016,0.9999999999999998,0.9997983753327575,0.9999999967810793,0.9974364515347286,0.9999800829910042,1.0,3.0099756231011794e-10,0.999999946061951,1.3028005629239449e-29,2.341943006112358e-84,4.615665952332753e-39,0.0027410811521047986,8.797489808711749e-06,4.501277664434497e-104,4.062382715736404e-109,0.9999753536915753,0.999999999999001,0.9999897461717602,0.9995478720724419,0.9998621782511354,1.3840173444270618e-19,3.3023264459523054e-10
2000-08,0.9999999999999973,0.9999839497622823,0.999984311037821,0.9999999982701446,1.0,0.03807132537317305,1.0,0.0002893682280130981,0.9999999812203539,1.0,1.0,2.78988969378577e-22,1.5347691015739348e-08,8.47433810899918e-53,0.9983125645253882,0.9814526482934796,4.2449661724291025e-26,9.858995527908736e-20,1.0,0.9605946156916458,5.976718056037499e-06,1.1506565121980677e-32,3.09643995202214e-87,1.7998747987988042e-26,1.0,0.02329044655693274,0.9999989746740151,0.999999997288487,4.1052570145748516e-30,0.0007878984209084838
2000-09,1.0,7.065761208035827e-12,0.9997259218227106,0.0020895719610914015,3.572234790059658e-28,0.01031299203626946,1.6401176403741279e-49,9.858614344974498e-11,0.999985603729225,8.499684556201641e-05,0.0006713940303705975,5.19362243734449e-12,1.0,1.498588974285026e-05,0.9977180327878217,4.810479051285296e-06,1.0,3.2490919743908674e-15,2.5904286341371823e-32,0.028816526284499218,0.04612419562059046,7.099860070816604e-11,1.5622914270639376e-29,0.9999999206700063,0.08723115974243727,0.9595906947970312,2.9056461365860686e-29,6.616108112299506e-16,1.0,4.574170877317768e-12
2000-10,1.0,6.57442265295699e-26,0.2590954942601374,0.9999992305241284,8.694080491632277e-15,7.294579681625655e-15,2.414832467551662e-31,0.9999999983899599,1.4608943784536574e-09,2.9242536958302126e-13,7.660953322473024e-10,6.0116452476692164e-15,0.9999999997211149,0.999999999999998,1.5460575561537458e-28,2.7429733359721847e-13,0.999999999692162,6.54585306701716e-99,2.2263609229702984e-67,0.6062857205144797,4.495462960626566e-06,5.0559476568168024e-23,1.60382158014856e-68,0.9990768571182252,1.7120558471568693e-39,3.2489422668099054e-14,0.9994902656977798,1.4501441622668879e-09,7.961332456258706e-23,4.373303832897164e-10
2000-11,0.9999999999999991,3.1340628962029793e-22,7.188160597566492e-09,3.526626390323297e-06,4.91910380767113e-52,1.3242317258668444e-15,1.0,0.9999307296979124,3.9131003868558826e-12,1.5773345337328024e-21,0.07874848245664656,1.1267140475210664e-39,0.9999957647458052,0.9999999999999962,4.4001916601680646e-16,9.091913200854655e-81,1.0276295975731853e-10,1.248582318951339e-91,1.0,0.00035116272043456375,6.11803114802444e-45,3.619845780810408e-11,2.412465046011283e-10,2.8672894064366404e-07,1.7384412633017162e-22,0.9999955402638824,1.0,0.002859959042311811,7.845277930169783e-30,0.999999904456314
2000-12,0.8663082813086761,1.0,5.6917517820297295e-50,4.736851069271233e-09,1.1176807177205002e-11,0.9967414822584375,1.0,0.0015786636955285249,1.0,1.0,0.9999999985070225,5.109399545566699e-16,5.360123545287296e-13,2.2213844340237344e-78,4.158154083860586e-09,3.4625579928451092e-12,0.9988089813882284,1.9364770874071555e-62,1.0,0.0016359981534254317,0.9999999984668897,1.0721977408233727e-33,6.2724726601801026e-80,1.0,0.09379698496718542,0.9929224793747189,0.4086158918558493,0.9999689025157505,0.9999999999999865,0.19737430886125973
2001-01,0.9999999999999998,0.9999999999993396,1.0089870531496942e-69,2.0906223186430234e-18,2.314534913038958e-09,1.0,1.0,0.0003316008695026341,0.0008526635504819486,1.0,1.0,2.362250118364062e-20,3.9570666476035295e-07,0.9999999973739877,0.02729336597755988,0.00022764675408545854,1.0813173305542632e-09,2.0660451549560482e-57,1.0,0.0011719109820995401,1.8049090605720197e-06,0.999991565618287,1.206418439484765e-65,3.887945674610665e-06,1.5978543013705523e-22,9.201775541274684e-24,1.0,0.9998858274738619,1.2757337069902384e-36,1.5955962718728435e-08
2001-02,0.9892756864118161,1.0,9.329395216932555e-06,2.3966295270311602e-27,0.9981166840672515,0.9999999994706972,0.9999999999989102,5.774697414852579e-13,1.2193454520333836e-09,1.502628569910254e-24,4.903993008092737e-36,1.0264433940170704e-53,5.528110543851339e-23,1.0,3.090421080708347e-21,1.5610099984872686e-06,1.0,1.7701076578823814e-88,6.6027250288580125e-49,0.010881416877386307,1.4004514906933e-66,4.8302806446948505e-60,9.627687384434855e-72,3.421576087619084e-17,8.150490524002377e-75,0.9999865156129973,3.4166526608552115e-15,0.9998818849193549,1.8734347812177486e-29,1.207213525480447e-06
2001-03,1.0616072254308856e-08,0.9999999999933498,0.9996053103893291,0.9999999999575488,2.8327682257702895e-33,1.0,0.9999775253667161,0.9999564516535833,0.9983854706981123,0.02838808956831835,1.3433098845430281e-05,0.999999999451036,1.8492414137820044e-24,6.551205346667581e-82,0.9999999999994322,3.039377564651532e-27,3.268628133326824e-69,2.447508417265897e-57,1.0073380642457217e-24,0.00040922631678245086,1.4086284286517858e-111,0.002175030442708283,6.003333123601106e-80,0.0007742992300790822,0.9999946914518957,1.800361815483901e-17,7.030140123747854e-09,0.6717860849466093,2.2333337108475787e-30,6.238561114254146e-17
2001-04,1.0,6.938774806583488e-23,1.0,0.9999933417674117,0.7108673850812324,5.393345374425073e-23,9.745066404617001e-16,0.9597239829275243,0.002126985181220699,1.6046559652500588e-10,1.0,1.0,0.9999999999486802,1.0,0.993253274160394,7.940895059869933e-15,4.085592954123136e-107,4.195669161343168e-34,1.2574961600234285e-105,0.001859505879284426,3.063125417223672e-08,1.0,1.9569817000284877e-61,0.9980212096697143,0.00010989321040777569,0.9999953352594113,0.9999161299685588,0.9999999999999993,0.9999997240712389,0.9999999999060196
2001-05,2.7774820116234224e-17,1.26169277630805e-77,2.517230391777416e-11,0.9999999999999998,6.450719934383425e-50,0.9999999999998668,6.03083822417096e-12,0.0005156516966320698,5.011585625736305e-28,2.9503768225085907e-16,1.0,0.9999991608111729,1.4948626044269793e-13,8.680620868187518e-06,0.0015863422258347618,1.0,1.7442240655251498e-73,2.4220729420973288e-119,5.920137250491349e-60,0.9999999995607363,0.9991410306374734,1.0,1.0,0.010824860304564969,0.9998210414411928,2.939141090424801e-12,0.0006593450744374121,0.49799139825666433,2.768593865918052e-78,0.9999999999999969
2001-06,0.9999705637470171,0.9999999999367581,0.9999998549327652,0.9943115394742039,0.001176928186499121,0.9999999449417214,0.9999999999997382,0.00020417294944721242,1.7530361300944266e-08,2.4322307096502255e-09,1.1009536843301675e-14,0.9999999999999254,6.360225363371647e-43,1.0,0.9999999998501301,1.0798902591610955e-42,0.9999999998333196,3.732080578749823e-70,1.0,0.000782625041284334,0.9991351435484785,0.9999999999999982,6.196533751655797e-71,0.9999730116182091,0.9999981733169675,0.9937250046842858,1.0,1.0,0.9999838428204756,0.9987316226351114
2001-07,1.0,0.9999999999939257,2.624880923203452e-06,0.9999999983337997,6.083164127255407e-18,1.0,0.9999999999544307,0.999997750302189,0.9999999999653995,0.9866601398620426,1.901916629539278e-12,4.2147443792608455e-45,2.833510284677723e-17,5.166152500237955e-17,0.022503869160195585,1.2179838655470009e-20,0.9999899047331972,1.4964350320923946e-46,1.0,6.2543865557402986e-06,3.695691667780631e-82,1.0,5.898174294135193e-27,0.9999999994704254,0.9999999998324929,3.116030082900534e-06,0.9999999896404417,0.9994516644867878,1.0141989046850495e-23,0.9999999946115357
2001-08,0.8657375026831374,1.0,1.0610835136645145e-15,0.12014822078902374,2.6743237251195265e-11,0.9893891385716918,0.9999999999929319,0.9996742196076992,1.0,0.7670530535604225,0.99098859895434,0.8777968868511145,0.13949316161617395,0.9996813295259319,3.00020807949663e-05,2.846904418850255e-25,8.486010455194366e-06,5.068052681669657e-16,1.0,3.6752555286728544e-06,3.962595236249633e-96,8.605153833545877e-11,3.6612197416493826e-19,0.9999960720901735,7.02523706642266e-05,3.042258482396013e-08,3.7642189403300826e-05,0.9998970796800934,0.9999999999999978,0.999626318545713
2001-09,1.0,1.0,1.8907662567569462e-08,3.72334844275665e-17,1.0,0.9996930777425482,0.9999967603576828,0.9999999947519569,0.9999976847854319,0.9999999999998821,0.9998311280789438,0.9999999999989528,0.999999999999998,1.0,1.0819305133862104e-12,2.7607465306499246e-12,6.402159444692648e-17,1.4967965807504176e-35,1.0,0.013876924058205386,3.0904779679295315e-07,6.682527318375881e-08,5.007899558640871e-25,0.9999999999997757,1.2849433784610072e-27,0.7753403424222578,0.9999294338750762,5.298602573936542e-09,7.407733971949488e-62,0.9999999380632739
2001-10,0.9833363422282331,5.155215008002676e-06,0.8775507295214717,1.7944258543019885e-07,8.84755187538542e-110,2.2363848365251427e-27,4.8907103319642594e-18,1.0,0.0037669618227608825,1.540290326352615e-34,1.1253188755253675e-107,1.1222853373735115e-74,2.934262908324253e-24,3.054450423487921e-73,4.734331014930415e-09,4.225966271157266e-54,2.628732137415418e-29,5.699513166845275e-33,1.1472507653173034e-10,0.002078641179399734,1.1361198240726852e-50,6.475898675373689e-83,5.320986867724422e-63,3.186869174817879e-08,1.1571904493445796e-30,1.3546843767027349e-21,8.641548864830208e-72,2.684252361047356e-57,2.2505370697868472e-15,5.53632732005219e-15
2001-11,4.878168222930327e-08,1.0,1.0,4.889748830511265e-05,1.3674682972255036e-21,1.0,1.0,0.9999841090906536,0.9999970243516093,3.788124423422707e-05,0.9999637228355505,4.6054424660141265e-11,1.757520109994567e-19,1.1516100980311221e-35,0.9999629069896857,0.9999907876120975,1.0,4.937321866023065e-18,0.1900714012313823,0.9967474206887443,1.7395022071702427e-15,7.873307013158265e-51,5.566303449674099e-47,0.9999999998135016,1.0,3.4721714268095124e-07,0.9999999993578794,4.098171186388443e-09,2.2184268949315623e-32,0.9999999957308199
2001-12,4.82967986043403e-12,0.9999999997697624,0.999999988946043,2.2368805188986647e-18,1.3934970471726064e-10,4.639329787960676e-12,5.898702060919318e-10,0.9992308242682187,0.9999999810540611,4.439460613886246e-24,4.9364066089547475e-08,1.0618162004844446e-32,5.2375588927890055e-39,6.283813206252087e-38,1.522480355020868e-08,5.561939497812749e-23,7.320739475898273e-06,2.64349388438668e-29,1.0,0.869459281310746,0.0008546514476762783,1.0858680118693728e-37,2.882232474858119e-36,0.999989517520054,6.673941780620422e-05,0.9987703198079404,6.29013579757e-12,2.380775069863155e-11,1.8751618881314426e-13,0.996957207665181
2002-01,2.7420526298411316e-18,0.9999999999279234,2.2333571496255095e-29,2.1136197051733046e-38,2.51709704506146e-38,0.9999952616379101,2.945351369615951e-05,1.6186015259739765e-06,0.9999999999333773,8.292207858667102e-10,0.023354720317653746,1.0,1.9832674398855115e-20,1.0,5.04169707991301e-07,3.193402153540647e-17,2.3592123252129825e-08,1.6193218707470723e-43,1.0,0.001518642333916558,0.9999968589076843,1.0,7.409360496680208e-27,0.9999545398644295,1.4526322774117084e-08,0.9999999982370733,0.9999999997573459,2.0933538589844648e-07,0.9999997412868639,0.9950111481223599
