,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
2015-08,0.001002792,0.999999936,1.14E-102,1,3.11E-30,0.98819741,1,8.28E-07,1,1,1,1,0.999997876,1,0.999999966,1.53E-37,0.999999903,9.86E-177,0.999886913,5.62E-117,8.96E-35,2.48E-205,1.93E-41,0.999740788,1,1,1.92E-92,0.999999989,1,1.67E-09
2015-09,1.27E-10,1,5.56E-45,3.34E-05,6.22E-61,3.01E-07,1,0.063337121,0.999998816,1,0.020006652,1,1,6.33E-28,1,1.82E-32,0.998675158,1,2.08E-13,1.14E-25,1.55E-48,1.32E-160,1.99E-99,1,1,1,5.25E-44,5.98E-07,0.999999533,5.89E-19
2015-10,1.11E-11,1,1.10E-153,9.39E-36,8.42E-21,0.043856836,1,1.96E-12,2.88E-12,5.15E-15,4.70E-07,2.83E-17,0.999999999,0.999702932,1,1,0.999999998,2.28E-22,4.50E-43,8.48E-307,3.18E-15,1.55E-92,0.000286719,3.75E-11,1,0.999999994,1,1,0.999999989,8.19E-19
2015-11,1.73E-18,0.999999986,6.11E-258,7.57E-71,8.98E-15,0.994553306,0.999950464,0.017869624,0.005372548,5.91E-28,5.10E-60,2.85E-27,0.999999949,7.45E-15,1.46E-06,2.99E-16,0.999989825,1.18E-50,0.997518724,2.07E-157,0.00391636,1.32E-22,6.93E-22,1.48E-29,0.637966361,1.45E-37,1,3.97E-08,1,5.42E-30
2015-12,0.000128741,0.045897085,4.44E-18,5.02E-41,1,1.71E-06,1,1,9.01E-23,0.999740816,0.999620224,1.16E-91,3.83E-09,4.88E-16,1,0.999999999,0.08939866,2.20E-68,2.71E-82,9.12E-159,0.999983065,4.37E-10,1.31E-10,9.56E-26,2.05E-06,0.999999998,1.80E-13,0.014660653,1,3.42E-94
2016-01,0.999999843,1.61E-20,1,2.04E-61,1,4.91E-29,0.17919898,1.36E-58,7.56E-77,1,5.75E-18,1.34E-141,3.03E-41,6.49E-32,0.904326029,1.13E-118,9.55E-44,5.04E-78,1.46E-74,4.43E-23,8.30E-32,0.99999485,1.53E-13,2.42E-111,3.39E-29,1,3.11E-31,2.67E-22,1,9.69E-136
2016-02,0.999941748,7.93E-09,5.61E-07,1.44E-05,1,0.990076632,1.38E-20,0.998656428,1.54E-21,1,0.999999885,1,1,0.997816938,0.346100812,0.999999993,1.13E-19,2.76E-121,0.995893624,7.84E-149,0.003586513,0.597427748,2.23E-13,1,3.20E-41,1.41E-08,1.14E-78,5.25E-99,1,7.69E-14
2016-03,1.36E-32,4.34E-96,1.77E-30,2.09E-07,3.99E-30,0.99999707,4.25E-32,7.25E-27,2.03E-32,0.999999989,1.78E-31,2.51E-09,1,1.48E-29,1,4.34E-08,1,2.60E-108,1.36E-05,2.56E-81,1.67E-50,0.997689426,0.999999994,0.999990759,1.13E-18,1,1.19E-71,0.999989344,7.22E-10,2.03E-60
2016-04,1.79E-16,2.45E-51,3.09E-263,4.71E-36,8.00E-20,3.91E-104,8.33E-91,0.9999943,3.80E-20,6.04E-15,0.997150936,1,1,3.92E-08,0.000179664,0.355817836,4.69E-74,0.936940969,2.70E-11,0.999166081,6.74E-14,8.47E-27,0.998725402,1,3.16E-30,7.99E-11,5.06E-77,1.94E-18,3.42E-42,1.21E-161
2016-05,7.10E-17,4.52E-103,1.52E-12,9.15E-36,5.31E-35,1.23E-85,5.81E-68,2.06E-20,1,2.29E-65,3.24E-12,1,2.13E-08,0.999993665,1,2.14E-56,1.12E-19,1,0.999997721,0.993671097,2.86E-15,1,2.32E-24,2.33E-05,2.88E-38,2.02E-28,4.35E-61,4.40E-72,4.77E-44,3.39E-154
2016-06,1.50E-59,1.80E-212,1.14E-57,7.26E-83,8.65E-31,3.86E-62,0.998131603,7.35E-39,9.68E-06,3.55E-41,7.49E-116,1,0.999999797,5.39E-14,1.20E-16,5.47E-19,6.54E-18,3.44E-06,7.93E-09,2.21E-86,2.38E-09,7.62E-06,7.04E-19,0.999871788,1.08E-15,5.78E-44,1,6.55E-09,2.89E-57,1.66E-81
2016-07,2.49E-99,8.75E-129,0,1.19E-76,4.56E-75,3.54E-87,2.29E-12,4.32E-19,1,1,1,2.11E-09,1,5.17E-75,4.99E-19,0.070816506,1.78E-18,1,0.926684469,0.010520704,2.62E-21,4.96E-08,3.82E-27,0.999999999,0.999999999,5.70E-51,2.86E-31,2.92E-45,5.94E-61,1.97E-70
2016-08,8.14E-43,1.89E-89,1,4.30E-49,3.71E-50,0.999852973,1.48E-127,2.52E-05,3.49E-07,1,1,1.10E-21,1,1.08E-31,0.999999999,1.20E-34,0.187675785,0.999998948,0.999994088,3.13E-28,2.65E-11,1.83E-99,2.47E-63,1.90E-05,6.27E-31,1,3.28E-52,1.02E-27,5.49E-13,6.76E-48
2016-09,1.18E-35,6.05E-177,0,8.73E-32,2.36E-25,8.74E-50,3.43E-19,6.18E-18,3.60E-09,1,8.98E-08,1.31E-42,2.94E-36,3.07E-93,1,2.06E-63,5.64E-41,4.75E-61,0.533536504,3.20E-09,6.19E-24,1.14E-188,1.83E-192,1.89E-37,3.97E-14,1,1.27E-37,3.50E-74,1.03E-14,7.00E-45
2016-10,1.50E-91,8.54E-169,3.22E-61,1,1,4.61E-55,2.73E-45,0.000102469,3.43E-81,0.99649027,1.54E-75,9.27E-05,0.999999977,4.89E-110,0.000123477,4.56E-84,5.71E-72,1.06E-121,0.000163499,6.07E-10,1.45E-79,4.34E-114,1.36E-14,3.35E-33,3.99E-45,1,0,8.60E-183,7.16E-30,1.45E-31
2016-11,8.14E-110,1.01E-89,0.999997201,1,0.999859843,3.15E-114,6.19E-109,0.010005942,5.20E-50,0.99999985,2.14E-48,1.51E-08,1,1.69E-09,4.24E-83,1.23E-11,5.18E-21,0.999999978,2.26E-59,6.56E-83,6.30E-53,5.13E-53,4.84E-174,2.53E-74,3.70E-24,6.47E-14,6.27E-67,2.67E-201,5.32E-67,0.999999881
2016-12,3.38E-25,0.030439737,2.89E-110,3.16E-45,1.19E-37,2.52E-147,3.77E-232,0.993590324,2.62E-37,0.999999999,2.13E-11,0.999999996,2.33E-33,1.27E-69,0.999836851,6.35E-75,1,1.00E-15,5.69E-50,1,3.60E-89,1.69E-19,0.989553757,0.999999998,7.12E-35,7.93E-16,1.55E-59,1.53E-93,1.94E-62,5.14E-15
2017-01,4.24E-31,1.57E-70,4.82E-154,1,7.46E-15,0.988597829,0.999999999,0.999754882,1,1,5.03E-24,0.999999999,1.10E-23,1,2.60E-37,3.58E-58,1,1,0.999423535,3.62E-05,5.93E-128,2.89E-180,1.96E-17,0.999972286,0.999995478,9.18E-17,1.01E-22,0.999902119,0.880516926,2.79E-114
2017-02,2.54E-49,1.31E-111,1.67E-238,1,1,0.00021289,2.45E-14,0.996391499,1,0.999992366,3.95E-62,1.50E-39,4.84E-117,1,5.77E-100,6.44E-106,0.001292986,0.98832516,7.31E-46,1.96E-20,1.42E-149,2.04E-96,5.91E-27,0.997801344,6.77E-06,1,0.999732531,1.96E-14,0.999999795,1.46E-62
2017-03,0.040103355,7.17E-46,0.999989854,0.099796142,6.55E-05,0.00237071,1.21E-16,8.99E-92,0.999992294,3.25E-12,1,2.36E-60,2.85E-15,1,2.87E-39,6.62E-59,1,4.81E-10,1.56E-15,1.80E-19,3.25E-35,1.30E-75,1.66E-103,1.13E-20,0.000216427,0.000272348,0.032883055,2.81E-05,7.02E-07,7.74E-55
2017-04,0.988085366,4.31E-65,1,1.03E-38,1,0.801277584,1,2.13E-15,1,1,0.000305413,1.36E-49,1.67E-98,3.77E-12,1,0.999789682,1.79E-32,1,0.995556458,0.999840711,4.41E-123,6.28E-19,3.63E-11,0.002585372,7.56E-19,1,1.36E-07,3.48E-05,1,5.91E-71
2017-05,4.30E-08,3.54E-210,3.75E-175,3.79E-80,1,0.027857163,1,1,1,0.999999999,1,2.05E-90,5.87E-86,7.55E-33,1,1.14E-51,1,1.42E-13,0.999999561,1.68E-14,2.93E-41,1.51E-137,3.73E-188,0.992051725,1.84E-11,1.38E-54,2.69E-14,1,1,1.23E-89
2017-06,0.044011062,1,1,2.69E-62,1,0.901773019,1,0.999999989,1,1,2.14E-09,2.17E-62,8.77E-225,1.01E-92,2.83E-15,3.96E-100,1,0.113792582,1,2.96E-07,1.86E-11,8.66E-86,2.02E-152,2.77E-28,0.000582713,0.999999965,1,0.993573174,1,1.93E-45
2017-07,0.006894727,0.999999994,4.96E-152,3.27E-70,1,0.000313022,9.99E-25,0.047957743,1,2.94E-22,1,1.60E-121,5.42E-69,2.12E-116,5.34E-10,6.05E-43,1,8.21E-24,0.041111995,1.72E-05,1.67E-22,1.51E-22,7.05E-31,1.78E-30,2.30E-12,2.55E-42,1.24E-20,0.999998846,4.51E-06,7.12E-113
2017-08,5.30E-05,8.42E-20,3.87E-34,4.34E-101,6.37E-07,0.999999005,3.63E-40,0.989865889,0.999998135,1,0.999793222,1.67E-88,1.00E-60,9.70E-61,3.91E-104,0.973360147,1,3.30E-62,0.003020438,2.91E-38,2.15E-107,5.50E-87,5.28E-74,0.828412558,0.999973913,1.52E-68,2.83E-20,0.999065672,3.61E-18,5.64E-30
2017-09,1.79E-08,2.64E-35,6.28E-37,1.06E-56,0.000853024,1.41E-05,2.76E-55,1.03E-55,2.71E-14,0.999912928,4.93E-07,0.000324703,0.999999997,9.69E-18,1,1.77E-20,3.88E-25,2.98E-131,0.99702084,2.94E-18,1.50E-17,1.87E-16,1.96E-36,2.48E-26,1,4.48E-36,7.28E-27,0.999983885,1,5.57E-42
2017-10,2.79E-16,6.62E-62,1,4.27E-129,1,3.45E-21,1.54E-08,1.64E-40,5.11E-09,6.30E-17,1,1.37E-32,3.05E-50,4.20E-48,2.12E-47,1.61E-99,0.962773055,7.18E-51,1,2.13E-223,4.38E-83,1.45E-49,9.67E-162,5.41E-16,0.000581295,2.35E-26,1.44E-50,1.29E-29,0.997012054,4.82E-44
2017-11,0.996321912,9.36E-68,2.27E-36,7.95E-68,1,1.18E-20,3.14E-58,1.04E-25,1,1,1,0,7.44E-67,3.46E-185,1,3.51E-67,0.996624452,7.38E-64,0.99435139,1,2.09E-29,1.17E-212,0,1,0.999400449,1.21E-54,1.31E-40,9.76E-12,3.99E-11,5.93E-60
2017-12,1.79E-14,7.02E-67,7.91E-05,4.15E-66,0.999999998,1.79E-50,1,8.99E-22,0.999571014,1,1,0.999921624,0.999999079,1.71E-50,1,5.89E-194,1,6.10E-14,0.999852606,2.36E-15,1.10E-09,8.95E-41,4.37E-42,2.55E-10,1,3.50E-59,1,2.06E-10,1.07E-05,2.71E-174
2018-01,0.00833491,5.21E-06,3.10E-16,1.41E-25,0.025153071,0.999998255,1.20E-06,0.998871671,1,1,1,8.00E-39,1.00E-26,6.55E-11,1,3.49E-52,1,3.49E-35,7.69E-16,5.05E-50,0.99621271,2.62E-15,4.61E-13,0.999970421,0.999354416,1,3.72E-30,1,0.999981561,1.25E-20
2018-02,0.999999712,0.000559222,0.999999972,1,1,0.838839327,4.42E-19,0.002840166,1,0.999999945,1,3.03E-44,1.93E-30,2.61E-20,1,2.26E-50,8.34E-45,3.34E-27,5.37E-08,3.39E-49,1.38E-09,0.812461197,1.05E-28,4.11E-08,0.000302681,1.97E-08,7.03E-14,5.86E-35,1,2.39E-29
2018-03,0.149841916,3.50E-07,2.47E-16,8.09E-55,1,0.999999999,2.71E-32,5.39E-10,2.20E-28,4.62E-18,2.82E-05,1,3.42E-38,3.10E-38,0.999933769,8.04E-133,1,8.31E-89,1,4.78E-45,7.10E-47,4.97E-128,1.44E-31,0.999999783,1.14E-35,4.38E-06,9.40E-17,5.15E-13,1.38E-06,2.25E-70
2018-04,0.019905745,0.999999994,4.23E-35,8.83E-56,5.54E-19,0.0519939,1.23E-44,0.999897539,0.000109661,0.999957605,0.999995425,2.12E-65,1.07E-37,1.39E-57,4.18E-18,2.68E-25,1,1,0.005370731,1.28E-30,2.67E-71,2.14E-124,4.49E-44,0.999998012,5.22E-08,0.004166593,5.30E-59,4.92E-71,5.47E-06,2.98E-54
2018-05,0.004361522,0.008376084,1.07E-18,3.33E-31,0.999999999,9.69E-09,1.16E-70,0.952529156,5.04E-15,1,2.82E-12,1.11E-79,2.03E-176,2.25E-37,1.35E-221,2.86E-100,0.999997133,2.21E-15,5.97E-08,8.53E-09,1.95E-107,8.82E-49,3.18E-260,0.999999964,3.16E-87,1.51E-48,6.44E-100,8.43E-105,3.78E-58,1.59E-43
2018-06,0.000726503,1.95E-05,4.52E-12,9.50E-247,2.00E-10,1.75E-18,1.51E-211,0.996540515,7.03E-29,4.66E-32,1.32E-55,5.32E-135,0,2.52E-96,3.66E-294,0,7.51E-05,2.71E-32,0.000948329,7.51E-132,4.68E-68,2.47E-54,4.82E-113,6.89E-16,9.29E-164,6.16E-70,1.29E-83,2.10E-105,1.48E-18,3.06E-125
2018-07,0.999999842,0.999999996,1,0.999999472,1,0.999976775,3.35E-14,0.99993112,0.954935598,0.999988955,1,3.35E-06,9.81E-14,1,0.000973748,0.999999608,1,2.07E-20,0.99999871,1,7.68E-70,3.16E-90,6.63E-125,0.917381179,0.999537352,5.29E-50,1.51E-11,0.999996118,1,9.28E-05
2018-08,0.004719805,0.018581829,1,5.57E-39,2.13E-23,0.013578582,7.66E-18,3.47E-14,4.22E-23,1,1,3.61E-35,9.49E-10,0.051310396,1.81E-34,1,2.41E-11,0.000325977,5.69E-06,3.77E-51,2.38E-34,1.05E-35,6.15E-134,0.999999979,7.97E-36,3.60E-07,7.91E-67,0.999980353,1,2.44E-31
2018-09,0.001255524,0.999997345,3.96E-14,1,1,1,0.999999999,3.47E-34,1,5.64E-13,1,1,1,0.03286099,1,1,3.29E-18,1,0.999999996,8.63E-32,2.97E-22,4.17E-07,6.07E-12,1,0.999999997,0.999586015,0.999999956,0.998568825,1,6.30E-12
2018-10,0.000766687,1.72E-09,5.02E-26,0.999999223,1.61E-19,0.999947724,1,3.01E-17,8.81E-07,2.09E-11,1,1,4.88E-33,1,1,1,1,0.996641207,0.900107077,6.68E-100,1.85E-14,1.02E-63,2.87E-24,1,3.84E-08,0.999999906,1,3.10E-14,0.999999985,1.52E-23
2018-11,0.999999917,2.71E-27,1.07E-16,2.19E-25,0.999796388,0.999874116,1.90E-12,0.999992652,3.53E-38,4.26E-36,3.81E-16,1,1,1.82E-35,1,3.40E-22,7.78E-24,1,0.015834739,0.000100147,6.82E-70,1.24E-21,3.56E-214,5.58E-09,1.66E-09,0.997639861,7.29E-15,1.89E-09,0.999999999,1.94E-61
2018-12,0.159389365,5.52E-12,8.02E-27,2.81E-20,0.999959556,0.975842803,0.999999963,7.62E-07,8.89E-18,7.98E-21,1,0.99999978,4.55E-25,1,0.100976275,2.28E-12,1,1.74E-14,9.18E-49,2.64E-116,3.28E-90,4.35E-40,6.44E-24,1,0.999999198,0.003245053,5.20E-25,3.02E-13,0.008886942,7.88E-108
2019-01,1.41E-05,6.05E-05,0.239983504,0.999968853,2.73E-31,1,2.55E-14,0.999999995,0.999781185,6.24E-18,1.62E-19,9.09E-35,1,0.99998926,4.88E-06,0.999999942,0.999962815,2.60E-48,1,6.54E-54,7.92E-270,3.01E-24,1.45E-11,2.60E-19,1,2.54E-12,0.999998762,1.27E-39,1,8.63E-31
2019-02,0.999995221,0.99997859,1,1,3.18E-74,0.996748834,0.999999982,1.83E-28,0.999999978,0.999999936,1,1.77E-28,0.987848274,0.999999999,3.95E-10,0.999999989,1,0.999997277,9.31E-09,3.99E-186,8.07E-24,0.999999993,5.26E-34,3.61E-08,6.56E-07,1.62E-15,8.73E-12,3.61E-24,1,2.12E-08
2019-03,5.77E-30,9.21E-07,1.73E-106,1,1.96E-60,2.84E-11,3.44E-06,1.82E-75,4.06E-16,1,2.96E-09,5.99E-33,1.13E-123,1,5.39E-60,0.998207274,5.57E-45,5.51E-58,0.000226633,1.85E-113,4.52E-103,3.54E-28,1.95E-94,5.46E-21,1.59E-14,6.67E-98,9.74E-81,1.39E-41,1,1.17E-15
2019-04,5.40E-26,1.10E-106,3.07E-12,9.87E-56,1.91E-32,0.041668069,9.32E-47,0.046903556,0.999990793,1.25E-31,1.48E-26,7.17E-197,0,1.62E-65,5.46E-55,1,1.18E-20,1.40E-200,1.28E-91,4.33E-215,1.08E-46,2.01E-65,3.72E-62,3.44E-39,5.06E-59,3.96E-63,5.07E-209,2.02E-83,2.17E-22,2.04E-68
2019-05,1.39E-06,0.014975448,7.29E-151,0.999999985,1,0.999941577,0.001133484,0.000320176,5.03E-21,1,0.003254122,5.86E-05,1.09E-25,4.66E-08,4.34E-39,6.18E-28,1.38E-36,0.000148519,7.03E-10,4.77E-14,1.11E-19,1.12E-67,2.37E-53,7.90E-30,0.016311357,1,5.03E-22,9.84E-52,1,2.97E-104
2019-06,1.03E-15,1.68E-31,9.42E-161,3.90E-06,4.09E-56,0.999276257,7.06E-11,5.48E-39,1,0.039396859,1,5.71E-81,2.70E-48,1,0.023546482,1,1,0.999999999,1,1.34E-64,1.85E-134,1.19E-168,1.5e-323,2.33E-63,1,2.82E-29,1,5.51E-181,1,4.69E-246
2019-07,0.999992576,1.02E-06,0.999663728,1,1,0.999779524,8.00E-20,0.999999985,0.999998152,1,0.999999678,1,1,2.30E-22,5.50E-09,6.36E-05,2.02E-21,0.998946281,1,1.36E-06,6.81E-136,3.80E-134,7.52E-108,0.918831743,0.065987786,1,1,0.994094746,9.29E-08,0.999603395
2019-08,7.18E-05,6.45E-30,3.25E-39,4.74E-93,6.63E-52,0.041414443,2.95E-32,0.945629965,1,0.999999856,1,4.58E-52,1,1.57E-24,3.49E-42,3.37E-18,0.033457605,4.27E-05,0.999999117,1,1.02E-102,2.15E-97,5.61E-126,9.23E-12,1,7.20E-07,1.17E-53,2.86E-42,2.95E-16,2.56E-32
2019-09,1.00E-05,1.23E-26,4.72E-41,6.44E-34,1,0.999999997,1.31E-43,9.76E-07,1.05E-09,1,1.96E-08,1,5.89E-06,1,1,2.20E-43,4.27E-195,1,9.30E-47,3.21E-05,9.59E-140,9.04E-34,3.29E-138,1.74E-12,1,7.34E-14,9.74E-157,8.83E-61,9.48E-11,2.79E-33
2019-10,1.95E-28,1.76E-19,5.08E-48,1,5.96E-67,0.599261853,5.69E-13,1.01E-05,5.46E-13,6.28E-31,5.07E-09,4.80E-27,3.44E-96,6.78E-57,2.83E-08,1,1,1.72E-06,0.999992662,4.68E-13,6.80E-17,0.003898145,0.993756656,1,8.29E-13,5.16E-06,2.75E-35,4.12E-22,2.44E-10,0.033871377
2019-11,4.25E-10,0.990689602,1,1,5.10E-12,3.09E-06,0.999629078,0.000380684,0.003224047,0.001173603,1,1,0.999999992,0.999740898,1.72E-37,2.96E-42,1,6.32E-13,1,9.62E-47,2.77E-43,1,0.999978628,1,1.74E-08,0.143968786,6.12E-08,1.02E-33,0.002390685,6.87E-14
2019-12,1,0.001194524,0,3.94E-06,1,7.58E-11,0.99988968,0.000649455,1,0.000115696,1,1,0.999999213,0.999994746,1.84E-28,1,0.686801184,2.25E-07,0.999999999,1.44E-90,0.999990905,0.999998954,0.999999356,0.999998127,9.86E-13,0.994703778,1.06E-28,0.999985588,1,1.01E-32
2020-01,1,0.000192677,5.27E-18,1,0.998657782,0.99999983,6.22E-41,3.52E-12,2.34E-16,2.43E-12,7.70E-07,3.22E-19,1,3.27E-20,1.80E-48,2.95E-44,8.99E-43,1,1,5.78E-05,0.999802632,0.999999749,1,1,1.64E-31,1,6.80E-39,1.22E-30,8.47E-25,2.70E-57
2020-02,0.002558603,2.63E-09,4.42E-123,0.999960831,1.30E-35,0.999951946,1.93E-67,0.931840778,1,1,8.97E-12,1.50E-13,0.331238895,0.000572913,1,6.63E-25,5.62E-56,1.35E-42,1.41E-70,8.06E-65,2.93E-07,3.84E-05,4.96E-42,1,0.997395223,1.63E-09,0.999999808,1.97E-17,0.941689807,0.999908714
2020-03,0.01910878,6.98E-08,9.69E-71,1,4.71E-30,0.995255364,1,0.000522947,1.78E-06,0.00089998,1,1,0.999999996,0.999999973,1,3.70E-12,1,0.99999876,3.04E-13,5.49E-11,0.999999332,0.999999988,0.130913832,0.999999635,2.12E-18,3.26E-38,3.93E-06,1.64E-08,3.23E-18,0.768822159
2020-04,0.046572952,1.46E-07,1.19E-77,6.64E-42,3.93E-46,7.78E-33,4.62E-24,0.95595011,1.76E-29,0,3.52E-75,7.28E-67,3.04E-09,6.61E-24,2.52E-58,0.992719469,2.57E-16,1.12E-19,4.66E-129,1.53E-09,1.74E-11,5.63E-36,4.95E-38,1.69E-28,2.36E-22,1.40E-07,4.10E-15,9.22E-36,7.22E-23,8.05E-24
2020-05,0.04462267,2.21E-30,1,1.01E-47,1.26E-82,1.17E-20,1.25E-08,3.75E-12,1.20E-17,1.58E-16,5.19E-35,9.03E-45,1,1,2.25E-20,2.19E-28,1,0.450817545,2.64E-36,0.948274681,4.59E-12,9.34E-19,0.000152515,1.15E-11,1.50E-06,6.07E-23,1,1.63E-13,2.38E-14,7.36E-26
2020-06,0.007979605,0.006282758,3.50E-42,1,1.99E-49,9.85E-23,1.07E-12,1,9.58E-14,1,4.50E-09,3.46E-12,2.03E-31,2.69E-25,9.48E-24,1,8.26E-05,1,1,0.939243258,2.55E-34,1,1,1.34E-05,2.33E-11,3.44E-59,1.09E-67,0.999999806,0.999999983,6.89E-17
2020-07,8.93E-06,8.45E-05,8.77E-34,1,2.19E-23,0.005043933,7.40E-31,1,0.007387384,1.11E-22,1.01E-11,8.13E-32,6.32E-21,5.31E-16,1.54E-26,1,1,3.01E-05,0.999999996,0.003494698,2.34E-09,1,1.91E-43,8.41E-20,4.60E-15,0.001753388,2.40E-38,5.76E-06,1.64E-07,1
2020-08,0.000554224,1,0.999999999,3.67E-16,1,8.52E-26,4.77E-55,1,9.45E-28,1.64E-88,7.62E-12,1,1,3.44E-34,4.25E-26,0.002127027,1.23E-43,1,0.999999839,1,0.981075712,5.82E-16,0.993980685,0.999999895,1,1,9.63E-16,0.99999738,0.999999524,4.30E-10
2020-09,1,0.000115738,1,1,1,0.998029241,1.65E-50,1,4.76E-47,1.15E-53,1,1.75E-17,1,6.27E-36,1,4.20E-21,3.64E-08,1,2.99E-06,5.34E-19,1,2.09E-21,2.40E-07,7.16E-33,5.41E-12,1,2.67E-10,7.58E-17,1,0.999999179
2020-10,0.999999998,3.40E-08,0.000563023,4.46E-18,7.94E-75,0.997926666,1.49E-36,1,1,3.90E-33,0.999999959,0.999921797,0.999999848,1.33E-43,3.31E-40,4.97E-24,0.999998919,0.996190373,3.79E-18,1,0.997764731,4.23E-31,1.59E-49,6.20E-05,0.049411526,1,7.08E-09,0.999999997,1,0.999965243
2020-11,0.999990523,0.000987719,6.00E-33,1,1.48E-154,0.013519291,1.97E-63,1,0.999999853,1,1,0.006603388,1,1,2.06E-26,1.16E-103,2.78E-06,0.012819411,1.00E-34,0.000343572,0.000324016,3.41E-14,4.26E-10,1,1,1,9.74E-40,4.80E-07,1,0.999433419
2020-12,1,2.61E-27,9.84E-50,1,1.12E-61,1.92E-23,2.85E-45,0.999987484,1,5.27E-74,1,6.74E-45,1.51E-81,5.39E-24,2.12E-34,4.15E-58,2.42E-12,0.999999986,3.11E-17,1,6.22E-30,0.399280607,0.000341486,1,3.74E-57,1.32E-20,9.91E-35,6.86E-26,1.84E-21,2.70E-49
2021-01,0.999612688,1,8.15E-93,0.03901315,1.27E-36,0.999997412,7.69E-31,1,1,4.30E-15,1.50E-29,1,6.28E-06,1.53E-20,1.47E-44,4.42E-78,8.93E-51,1,0.999989576,2.73E-30,1.87E-43,6.95E-46,5.99E-75,0.99999965,3.68E-56,1,5.94E-13,6.80E-17,1,6.58E-15
2021-02,4.34E-06,2.12E-46,7.82E-47,0.995179935,2.72E-27,3.59E-07,7.56E-47,1,1,6.52E-16,1,1.42E-06,1,1.61E-26,4.69E-27,1.03E-33,1,1,0.999999887,0.999999974,3.02E-36,5.93E-14,0.996949435,1,1.31E-47,1,1,8.47E-12,1,1.92E-24
2021-03,0.048474261,7.98E-82,1,1,4.43E-33,1.12E-07,0.999999713,1.35E-08,0.999999833,5.28E-31,1,7.10E-11,1.74E-25,1.65E-09,2.61E-74,1.49E-33,0.001767705,1,5.90E-31,0.987571071,0.999999996,3.58E-06,8.88E-15,1,8.74E-07,3.49E-16,1,0.999999993,0.99999989,0.983721667
2021-04,8.63E-08,3.20E-57,4.52E-47,6.53E-10,4.34E-22,1.10E-11,1.68E-25,3.18E-82,9.56E-19,2.17E-57,1.91E-23,1.33E-31,1.55E-28,9.42E-56,9.27E-12,1.99E-99,1,1,1,1,0.999995104,1.80E-34,3.76E-143,2.40E-13,0.999999981,1.85E-102,8.45E-11,0.999820567,2.14E-22,0.998666319
2021-05,0.952476132,2.63E-13,6.97E-11,5.77E-24,1,0.983107858,1.86E-36,0.000795313,1,2.85E-53,1,1,8.69E-35,0.999999602,1,1.89E-13,1,0.006129979,1,1,1,0.114487874,2.24E-59,1,9.55E-61,0.000304523,1,0.05616864,0.999916396,1
2021-06,0.998606587,1.18E-39,0.999919595,3.94E-18,2.40E-25,0.999999702,1.08E-57,0.999999562,1,4.58E-31,1,1.25E-05,0.998185072,1,6.04E-20,7.37E-10,1,0.999803369,1,0.9841595,0.999999966,0.999999645,1,1,1,0.999993176,0.99999993,0.998715927,1,0.999908868
2021-07,0.996599534,4.00E-47,2.15E-30,1.19E-08,1,1.04E-06,5.42E-18,0.999281028,0.999052775,6.11E-42,1,1,0.994679462,1,1,1.77E-08,0.000164568,1,0.999032348,1,1,0.067196879,3.24E-15,0.999998664,1.16E-09,1,3.93E-24,0.081516053,1,0.998708762
2021-08,1,0.997512873,1.66E-102,4.26E-09,1,1,4.74E-25,1,1,1,1,5.97E-25,2.41E-05,7.36E-07,1,2.04E-11,1,1,1.49E-10,1,0.999999999,1,1,0.721445665,4.13E-13,1,1,0.999999964,1,0.999971193
2021-09,0.918973601,0.014909707,0.735627129,1,1,0.999531479,1.35E-20,7.21E-08,1,1,0.999833447,1,5.21E-99,1,1,1.93E-34,1,1,2.75E-19,1,0.999997999,1,1,0.999999999,0.200031402,1,1,0.99999885,1,3.13E-17
2021-10,0.97938036,0.999999981,2.44E-68,1,0.999999997,0.999999999,1,1,0.999992894,1,0.999999999,1,0.994094697,1,2.28E-28,1,1,0.992758387,1.40E-14,0.010269172,1.33E-10,1.07E-28,3.22E-33,1,5.88E-12,0.999999997,1,1,1,2.38E-30
2021-11,0.994754628,0.99999425,1.73E-31,1,1,1,3.47E-11,0.999081466,2.23E-09,1,0.999999905,8.47E-09,0.999941676,4.53E-09,5.23E-20,1,1,1.31E-09,1.14E-140,0.980758808,1.42E-21,0.999999998,1,1,0.999964529,0.999699931,1,0.999999999,1,1
2021-12,0.005291399,0.99878741,0.013683181,0.66076964,1,0.124143363,3.73E-24,1,0.999999675,6.44E-32,7.00E-15,1,1,1.44E-34,1.39E-39,1,6.33E-15,0.999975615,1.67E-08,0.0015403,8.92E-07,3.75E-15,2.68E-33,6.90E-12,1,1,0.000363161,8.70E-05,1,0.990645811
2022-01,0.999998619,0.999999999,0.999561804,4.38E-22,1,0.997028004,1.14E-25,0.007115271,3.70E-25,1,1,1,0.000341717,4.63E-16,9.25E-24,1,1.33E-14,1,1.78E-15,1,0.999975185,6.27E-08,7.50E-29,2.06E-54,6.38E-18,0.999999467,4.63E-19,0.013680115,1,1.78E-28
