,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1991-04,0.020286623180436614,0.02349499069139349,0.017881544274787498,0.01660204310651192,0.022320228491001792,0.009246397335131329,0.07035494760625283,0.014140597499831653,0.015350673337699794,0.06781769591817577,0.018137070654527854,0.007279190353959075,0.010371491545236866,0.01048291300583859,0.014060587760950094,0.013454634304564062,-0.0004288770769156347,-0.004591744382964058,0.01978194316293269,0.012128535056985967,0.017037501193779336,0.02391928721932346,0.018093217710775766,0.010824574528192299,0.0189168340843604,0.02172175345208638,0.015719564499953043,0.026809749569912222,0.01650274558447573,0.018668263070172886
1991-05,0.016671160765326265,-0.0029037616650837705,0.021391371639786882,0.015831163044720764,0.02223188686901123,0.009127150997943367,0.01355324961681137,0.012547745123656862,0.013119429363002588,0.014660138091239006,0.008222505078747888,0.006959312436787712,0.006839655030633329,0.010966793307941147,0.014118594326100409,0.013800889271705419,0.003193810079137771,-0.019258219686241418,0.018660020746019468,0.012063554036957358,0.01775223387302738,0.010945264286656764,0.00922363428330586,0.011442885385585688,0.01953445483237415,0.006946268306955661,0.03605805035620846,0.019347800306742435,0.0586326407943234,0.019322528243473025
1991-06,0.016589882328275962,0.020569876339559867,0.02148387173927868,0.014195867068481638,0.02650503108303659,0.00928352670000221,0.014063577019044482,0.0127338769677654,0.014001240010245608,0.04903714610560406,0.021496575777233184,0.006691416736488209,0.02770842629822856,0.005056351889505262,0.024120574371554016,0.011028023565033518,0.0003306009714603153,0.016634441615740903,0.019811627335785786,0.01048064107012725,0.014730929404662474,0.01324405103866666,-0.00038748988207693014,-0.0016670218601956277,0.012762736282003084,0.009543463055134316,0.014776973209843502,0.021049055576063846,0.04332250536265536,0.014102025645429395
1991-07,0.01649229731781965,0.013756736016461657,0.017204548857798097,0.010632409187935732,0.015537889165965879,0.008817202615792441,0.015325086564818236,0.012443329944866521,0.011357124319774092,0.015578996209905105,0.012904754120290907,0.00713961321176626,0.009621660353388739,0.013137003234578781,0.012584638741463205,0.015114194957219773,0.00020599138140209305,-0.003902051201864487,0.018529857557299634,0.012542538373161882,0.013904057806870318,0.012845864796791062,0.015138136437408578,0.012097469932117022,0.012591281371810537,0.013589447859651438,0.013905662898283877,0.013205365647022127,0.012791703710999247,0.013730918937549186
1991-08,0.015622117085529741,0.014895722695748237,0.017522030500089825,0.011400830160186448,-0.007141272287532141,0.009022381410506375,0.013501747203116476,0.012563050297736966,0.011197896886661063,0.011896814831819924,0.01177330929567888,0.007112045433527614,0.012619823540245267,0.004183413646748901,0.010856121230844895,0.017650401542724348,0.0005829347274395325,0.0005004639332075733,0.01946126122532643,0.011964222357138565,0.013982707218580082,0.0128279999206804,0.011936024908991927,0.012197593123877581,0.012844270127271074,0.011073963413800625,0.014119162094060389,0.013284727299200494,0.012507999082867371,0.013176280567768206
1991-09,0.015749949978403954,0.015533193099155573,0.0203249636426448,0.010932218591236609,0.02109739085186857,0.010525061963048365,0.0158178465712433,0.01749994363116869,0.009244351371912263,0.038755286397398114,0.008952077544180703,0.0036410767491037443,0.01284930763006864,0.011481542911260467,0.014609031436550568,0.014968832156488032,-0.003187390346598984,-0.004871391521667268,0.01950369730233037,0.012079760632598857,0.016814082615221437,0.018688585826222015,0.009775159599599625,0.010387328247719152,0.01769170724665825,0.013478876477474921,0.016474279005453063,0.021227443032975524,0.01914194099382338,0.013551578488620653
1991-10,0.016340994386909724,0.014822423392490958,0.01989326458874885,0.013075174060133143,-0.041612643268946425,0.009203243747236911,0.015880438838502764,0.014259604904308887,0.009721808465608328,0.05321897736896597,0.01240773363639347,0.004418693155777698,0.007441588409187627,0.011459850046668496,0.0020254486734312405,0.012915242035642871,-0.0017037618322741643,0.009957865371260866,0.019267317343976575,0.012203969125740288,0.016743875547067022,0.01307072919379837,0.005859781452898005,0.011233323799220152,0.012177904151057461,0.012387371543000958,0.014004309000820836,0.02595881896417973,0.011077450722850157,0.010376915807835951
1991-11,0.016182554544013517,0.015594081714945363,0.01817076144385177,0.012033674497567981,0.00861539439116843,0.009206300140641943,0.010667118795490316,0.012705388981769206,0.00976226090637744,0.003470714423272181,0.01819914356790231,0.0011988385696195536,0.015576603840915526,0.015423478181927575,0.008891347054495569,0.016020851601384223,-0.0015825991298747955,-0.0031271759319209114,0.018311273426009578,0.011520942456841432,0.016943764567674435,0.008226810725372458,0.006885262546797444,0.021628050013525746,0.020168405972127657,0.006456770283564506,-0.004902954380851976,0.012413175450656677,0.01963154260541189,0.009899455457274886
1991-12,0.019665606471096053,0.019733050067560765,0.01975715637733555,-0.04970656283759278,-0.034289882482141376,0.010360843778134177,0.012260530040715922,0.015943003310994186,0.009800940232999267,0.001826970654504212,0.010092079569926415,0.004533111164596315,0.0026807797485866036,0.02528375500458635,0.010351165324048006,-0.02686438540219427,-0.0017817264241152264,0.0014373431348584376,0.01815396517592971,0.010588797591321697,0.009953430209136194,-0.019717182126905097,0.00553688522379403,0.01016003845726332,0.011640136702227633,-0.009618101540167734,-0.017360973155484793,-0.09106173075421853,-0.0503504227462962,0.009691794101765128
1992-01,0.021343504827195048,0.009760022791055922,0.01722271129481001,0.011261685849658809,0.027439398023617168,0.009086915117634264,0.011655495035520325,0.01656164221423717,0.009772116283162768,0.04771119064351592,0.022559463743715646,0.0049851908486282515,0.0017110328874503367,0.00244579504163589,0.008707396136974577,0.01175350329037772,-0.0018112851099663096,0.0006159184955962793,0.015113813238964324,0.01150421144132241,0.017101238018391696,0.014560899395580584,-0.003584074990297781,0.007895537748855652,0.017935826394242627,0.011801788648856837,0.036293472989829434,0.013340483879502152,0.009557538990098813,0.010340181124401937
