mktrf,smb,hml,rmw,cma,rf,umd,dateff
0.015400,-0.045500,-0.041300,0.003000,-0.024100,0.00000,0.099800,2015-07-31
-0.060400,0.002500,0.027700,0.006800,0.011900,0.00000,-0.020900,2015-08-31
-0.030700,-0.027900,0.005600,0.017700,-0.005800,0.00000,0.052200,2015-09-30
0.077500,-0.020700,-0.004600,0.008800,0.005200,0.00000,-0.032800,2015-10-30
0.005600,0.033100,-0.004200,-0.027500,-0.009900,0.00000,0.022800,2015-11-30
-0.021700,-0.029900,-0.026100,0.005000,-0.000200,0.00010,0.033600,2015-12-31
-0.057700,-0.034700,0.020900,0.028200,0.030800,0.00010,0.014400,2016-01-29
-0.000700,0.008800,-0.005700,0.032500,0.020200,0.00020,-0.043800,2016-02-29
0.069600,0.010700,0.011900,0.007700,-0.000800,0.00020,-0.050100,2016-03-31
0.009100,0.012300,0.032800,-0.029700,0.019000,0.00010,-0.060200,2016-04-29
0.017800,-0.006100,-0.016600,-0.010900,-0.024800,0.00010,0.014200,2016-05-31
-0.000500,0.004500,-0.014800,0.014000,0.019400,0.00020,0.041300,2016-06-30
0.039500,0.024800,-0.013200,0.012600,-0.011800,0.00020,-0.033400,2016-07-29
0.004900,0.016800,0.031800,-0.018500,-0.003400,0.00020,-0.034900,2016-08-31
0.002500,0.018500,-0.012400,-0.022100,0.000300,0.00020,0.001900,2016-09-30
-0.020200,-0.040200,0.040900,0.009300,0.002800,0.00020,0.006000,2016-10-31
0.048600,0.070700,0.082100,-0.001800,0.037000,0.00010,-0.046200,2016-11-30
0.018100,0.004100,0.035300,0.012200,-0.002300,0.00030,-0.002600,2016-12-30
0.019400,-0.014600,-0.027500,-0.004900,-0.009900,0.00040,-0.009300,2017-01-31
0.035700,-0.022200,-0.016700,0.004700,-0.018300,0.00040,-0.016500,2017-02-28
0.001700,0.007400,-0.033500,0.006100,-0.009400,0.00030,-0.010200,2017-03-31
0.010900,0.004800,-0.021300,0.019000,-0.016000,0.00050,0.004800,2017-04-28
0.010600,-0.030600,-0.037800,0.009500,-0.017900,0.00060,0.014800,2017-05-31
0.007800,0.025800,0.014800,-0.022200,0.000000,0.00060,-0.000900,2017-06-30
0.018700,-0.016900,-0.003100,-0.006400,-0.002000,0.00070,0.016800,2017-07-31
0.001600,-0.018200,-0.020900,0.001400,-0.023800,0.00090,0.032600,2017-08-31
0.025100,0.047800,0.031400,-0.014700,0.016900,0.00090,-0.013200,2017-09-29
0.022500,-0.019400,0.002000,0.009300,-0.032500,0.00090,0.042700,2017-10-31
0.031200,-0.003300,-0.000300,0.031600,-0.000500,0.00080,-0.008700,2017-11-30
0.010600,-0.010700,0.000600,0.007400,0.016900,0.00090,-0.015400,2017-12-29
0.055700,-0.031800,-0.012900,-0.007600,-0.009600,0.00120,0.040500,2018-01-31
-0.036500,0.003200,-0.010400,0.005200,-0.023700,0.00110,0.035800,2018-02-28
-0.023500,0.035900,-0.002100,-0.004600,0.000100,0.00110,-0.011300,2018-03-29
0.002800,0.009300,0.005400,-0.024200,0.013000,0.00140,0.003600,2018-04-30
0.026500,0.047300,-0.032000,-0.020400,-0.015000,0.00140,0.038900,2018-05-31
0.004800,0.008000,-0.023400,0.007900,0.002400,0.00140,-0.023500,2018-06-29
0.031900,-0.019300,0.004700,0.015600,0.003500,0.00160,-0.014100,2018-07-31
0.034400,0.006400,-0.039400,-0.003100,-0.027000,0.00160,0.052900,2018-08-31
0.000600,-0.024800,-0.017000,0.006300,0.012900,0.00150,0.000400,2018-09-28
-0.076800,-0.044600,0.034000,0.009400,0.035900,0.00190,-0.019900,2018-10-31
0.016900,-0.007700,0.003000,-0.005500,0.003900,0.00180,-0.013700,2018-11-30
-0.095700,-0.028800,-0.018400,-0.000200,0.002100,0.00200,0.021100,2018-12-31
0.084000,0.030300,-0.004600,-0.008000,-0.015100,0.00210,-0.086800,2019-01-31
0.034000,0.017400,-0.026700,0.001200,-0.015900,0.00180,0.008600,2019-02-28
0.011000,-0.035100,-0.041700,0.009000,-0.009500,0.00190,0.022100,2019-03-29
0.039700,-0.011700,0.021500,0.016100,-0.022200,0.00210,-0.029700,2019-04-30
-0.069400,-0.015900,-0.023700,-0.004600,0.017700,0.00210,0.075600,2019-05-31
0.069300,0.003700,-0.007100,0.009000,-0.004400,0.00180,-0.023000,2019-06-28
0.011900,-0.017800,0.004800,-0.000800,0.003600,0.00190,0.028900,2019-07-31
-0.025800,-0.032400,-0.047800,0.005600,-0.006800,0.00160,0.069200,2019-08-30
0.014300,0.002700,0.067500,0.018400,0.033700,0.00180,-0.068100,2019-09-30
0.020600,0.002600,-0.019100,0.004400,-0.009600,0.00160,0.001500,2019-10-31
0.038700,0.004400,-0.020200,-0.015900,-0.012400,0.00120,-0.026600,2019-11-29
0.027700,0.009700,0.017500,0.000100,0.012400,0.00140,-0.017700,2019-12-31
-0.001100,-0.043800,-0.062500,-0.011700,-0.023200,0.00130,0.059800,2020-01-31
-0.081300,0.000400,-0.038100,-0.014700,-0.025100,0.00120,-0.004000,2020-02-28
-0.133900,-0.082800,-0.138700,-0.015700,0.012400,0.00130,0.079700,2020-03-31
0.136500,0.025600,-0.013300,0.027200,-0.010000,0.00000,-0.052300,2020-04-30
0.055800,0.019700,-0.048800,0.009500,-0.032600,0.00010,0.004300,2020-05-29
0.024600,0.019600,-0.022000,0.000900,0.005400,0.00010,-0.007300,2020-06-30
0.057700,-0.032000,-0.014100,0.004100,0.010200,0.00010,0.076100,2020-07-31
0.076300,-0.008900,-0.029700,0.042800,-0.011900,0.00010,0.005500,2020-08-31
-0.036300,0.000100,-0.027100,-0.013600,-0.018500,0.00010,0.031200,2020-09-30
-0.021000,0.046400,0.042500,-0.008300,-0.007800,0.00010,-0.030500,2020-10-30
0.124700,0.071100,0.020900,-0.022000,0.014000,0.00010,-0.124300,2020-11-30
0.046300,0.047900,-0.015100,-0.019600,-0.001200,0.00010,-0.023200,2020-12-31
-0.000300,0.069400,0.030100,-0.037800,0.049400,0.00010,0.045000,2021-01-29
0.027800,0.045400,0.071500,0.003900,-0.019400,0.00000,-0.078900,2021-02-26
0.030800,-0.008800,0.073900,0.063600,0.034200,0.00000,-0.061400,2021-03-31
0.049300,-0.031600,-0.009500,0.024400,-0.027000,0.00000,0.011600,2021-04-30
0.002900,0.012200,0.070900,0.024500,0.030400,0.00000,0.008800,2021-05-28
0.027500,-0.003400,-0.078700,-0.021400,-0.009400,0.00000,0.022000,2021-06-30
0.012700,-0.046100,-0.017800,0.054600,-0.005200,0.00000,-0.022800,2021-07-30
0.029100,-0.006800,-0.001500,-0.002800,-0.017900,0.00000,0.024500,2021-08-31
-0.043700,0.011200,0.050800,-0.019600,0.021000,0.00000,0.014900,2021-09-30
0.066500,-0.027000,-0.004900,0.016600,-0.014500,0.00000,0.031900,2021-10-29
-0.015500,-0.017700,-0.004500,0.072000,0.017300,0.00000,0.008800,2021-11-30
0.031000,-0.008000,0.032600,0.049100,0.044000,0.00010,-0.026000,2021-12-31
-0.062500,-0.040600,0.127500,0.008400,0.077200,0.00000,-0.026000,2022-01-31
-0.022900,0.029200,0.030800,-0.020900,0.031200,0.00000,0.017600,2022-02-28
0.030500,-0.021700,-0.018100,-0.015300,0.031400,0.00010,0.030100,2022-03-31
-0.094600,-0.003900,0.061700,0.035200,0.058900,0.00010,0.048700,2022-04-29
-0.003400,-0.000600,0.083900,0.015600,0.039700,0.00030,0.024300,2022-05-31
-0.084300,0.013000,-0.059700,0.018100,-0.046900,0.00060,0.007500,2022-06-30
0.095700,0.018200,-0.040500,0.008200,-0.068300,0.00080,-0.039500,2022-07-29
-0.037700,0.015200,0.002900,-0.047500,0.012900,0.00190,0.020400,2022-08-31
-0.093500,-0.010500,0.000500,-0.015100,-0.008000,0.00190,0.035100,2022-09-30
0.078300,0.018900,0.080100,0.033400,0.066400,0.00230,0.039600,2022-10-31
0.046000,-0.027400,0.013800,0.063800,0.031800,0.00290,-0.019800,2022-11-30
-0.064100,-0.001500,0.013700,0.002500,0.042000,0.00330,0.045400,2022-12-30
0.066500,0.044100,-0.040100,-0.024400,-0.044700,0.00350,-0.159900,2023-01-31
-0.025800,0.006600,-0.008100,0.010100,-0.013300,0.00340,0.001600,2023-02-28
0.025100,-0.069400,-0.088500,0.022400,-0.023700,0.00360,-0.024900,2023-03-31
0.006100,-0.025600,-0.000400,0.024200,0.028600,0.00350,0.016300,2023-04-28
0.003500,-0.003800,-0.077200,-0.018100,-0.072200,0.00360,-0.006300,2023-05-31
0.064600,0.013400,-0.002600,0.021800,-0.016200,0.00400,-0.023900,2023-06-30
0.032100,0.028600,0.041300,-0.005600,0.006200,0.00450,-0.040600,2023-07-31
