mktrf,smb,hml,rmw,cma,rf,umd,dateff
-0.013500,-0.010900,0.022500,0.002700,0.015600,0.00710,0.004300,1989-06-30
0.072000,-0.041500,-0.027900,0.019800,-0.005800,0.00700,0.054100,1989-07-31
0.014400,0.004800,0.006000,0.003900,-0.005800,0.00740,-0.001200,1989-08-31
-0.007600,0.004900,-0.012700,0.014000,0.005000,0.00650,0.034000,1989-09-29
-0.036700,-0.033000,-0.011100,0.001100,-0.000400,0.00680,0.013200,1989-10-31
0.010300,-0.012900,-0.010900,-0.008600,0.014100,0.00690,0.026000,1989-11-30
0.011600,-0.022700,0.001600,-0.000700,0.014200,0.00610,0.028000,1989-12-29
-0.078500,-0.013100,0.008500,-0.011700,0.013500,0.00570,-0.032700,1990-01-31
0.011100,0.011700,0.006400,-0.000300,-0.006600,0.00570,-0.005500,1990-02-28
0.018300,0.016200,-0.029200,0.020400,-0.010200,0.00640,0.018000,1990-03-30
-0.033600,-0.003300,-0.025900,0.017800,-0.009800,0.00690,0.023900,1990-04-30
0.084200,-0.023500,-0.038300,0.015700,-0.016800,0.00680,0.030300,1990-05-31
-0.010900,0.013500,-0.019300,-0.010300,-0.003900,0.00630,0.024000,1990-06-29
-0.019000,-0.031600,-0.000300,-0.001800,0.032100,0.00680,0.061000,1990-07-31
-0.101500,-0.038700,0.016400,-0.003500,0.029600,0.00660,0.018800,1990-08-31
-0.061200,-0.037400,0.006400,0.000600,0.036700,0.00600,0.057800,1990-09-28
-0.019200,-0.051200,0.001000,0.029700,-0.003000,0.00680,0.067100,1990-10-31
0.063500,0.000700,-0.031000,0.006500,-0.047400,0.00570,-0.054800,1990-11-30
0.024600,0.006700,-0.017000,0.027300,-0.018900,0.00600,0.002900,1990-12-31
0.046900,0.039100,-0.016000,0.012800,-0.039900,0.00520,-0.064500,1991-01-31
0.071900,0.039400,-0.005800,-0.002000,-0.003300,0.00480,-0.046100,1991-02-28
0.026500,0.038300,-0.013900,-0.005300,-0.010600,0.00440,0.028700,1991-03-28
-0.002800,0.003100,0.015000,0.006200,0.007400,0.00530,-0.023600,1991-04-30
0.036500,0.001400,-0.005200,0.020000,-0.024300,0.00470,-0.001100,1991-05-31
-0.049400,0.002400,0.011500,0.017900,0.006500,0.00420,0.004700,1991-06-28
0.042400,-0.009600,-0.013200,0.016000,-0.013600,0.00490,0.043200,1991-07-31
0.023200,0.014000,-0.007800,0.008400,-0.003400,0.00460,0.015700,1991-08-30
-0.015900,0.015600,-0.010800,-0.018200,0.000800,0.00460,0.017900,1991-09-30
0.012900,0.009100,-0.004700,-0.017000,-0.002300,0.00420,0.030600,1991-10-31
-0.041900,-0.008300,-0.018900,0.011100,0.000100,0.00390,0.011400,1991-11-29
0.108400,-0.024000,-0.041700,0.035500,-0.031200,0.00380,0.081900,1991-12-31
-0.005900,0.091800,0.047100,-0.013200,0.032000,0.00340,-0.024900,1992-01-31
0.010900,0.013300,0.064700,0.000800,0.021900,0.00280,-0.005300,1992-02-28
-0.026600,-0.009300,0.035600,-0.000100,0.019500,0.00340,-0.002900,1992-03-31
0.010700,-0.057000,0.043400,0.016900,0.022300,0.00320,-0.025800,1992-04-30
0.003000,0.002100,0.011900,-0.009500,0.004800,0.00280,0.002100,1992-05-29
-0.023400,-0.027300,0.032400,-0.000500,0.010100,0.00320,-0.005800,1992-06-30
0.037700,-0.006200,-0.005600,0.013000,-0.009100,0.00310,0.015600,1992-07-31
-0.023800,-0.004200,-0.011000,0.037200,-0.016500,0.00260,-0.005100,1992-08-31
0.011900,0.004800,-0.002600,0.016400,-0.005900,0.00260,0.014900,1992-09-30
0.010200,0.020700,-0.019800,0.012400,-0.007900,0.00230,0.024800,1992-10-30
0.041300,0.039400,-0.013500,-0.006800,-0.015900,0.00230,-0.001500,1992-11-30
0.015300,0.016800,0.026200,-0.004800,0.008400,0.00280,0.043100,1992-12-31
0.009300,0.019300,0.059400,-0.018400,0.029100,0.00230,0.048300,1993-01-29
0.001200,-0.034500,0.064200,-0.004200,0.041300,0.00220,0.031400,1993-02-26
0.023000,0.000900,0.011800,-0.001500,0.009000,0.00250,0.037300,1993-03-31
-0.030500,-0.008500,0.024900,-0.036100,0.013800,0.00240,0.003800,1993-04-30
0.028900,0.019000,-0.034200,-0.001200,-0.010400,0.00220,0.002200,1993-05-28
0.003100,0.001300,0.027500,-0.009200,0.012100,0.00250,0.045500,1993-06-30
-0.003400,0.009500,0.028500,-0.018700,0.020600,0.00240,0.031600,1993-07-30
0.037100,0.001000,0.001300,-0.015400,-0.000400,0.00250,0.026500,1993-08-31
-0.001200,0.029800,-0.003100,0.002400,-0.001600,0.00260,0.033700,1993-09-30
0.014100,0.018900,-0.027600,0.005700,0.006000,0.00220,-0.027200,1993-10-29
-0.018900,-0.012700,-0.007400,0.022300,-0.009400,0.00250,-0.047400,1993-11-30
0.016500,0.014000,0.003200,0.011600,-0.003400,0.00230,0.023600,1993-12-31
0.028700,-0.000600,0.011500,-0.016600,0.014300,0.00250,0.000000,1994-01-31
-0.025500,0.026700,-0.015400,0.021400,-0.010000,0.00210,-0.003000,1994-02-28
-0.047800,-0.010400,0.016000,0.006900,0.012800,0.00270,-0.012700,1994-03-31
0.006800,-0.010100,0.016600,0.010700,0.011100,0.00270,0.003900,1994-04-29
0.005800,-0.025600,0.006700,0.006000,0.006800,0.00310,-0.021900,1994-05-31
-0.030300,-0.005000,0.016700,0.012100,0.014700,0.00310,-0.008700,1994-06-30
0.028200,-0.018500,0.005800,-0.006500,0.001400,0.00280,0.001800,1994-07-29
0.040100,0.013700,-0.025100,0.009500,-0.014700,0.00370,0.015500,1994-08-31
-0.023100,0.028000,-0.018900,0.005200,0.009300,0.00370,0.013100,1994-09-30
0.013400,-0.023000,-0.016200,0.002300,-0.006800,0.00380,0.014900,1994-10-31
-0.040400,0.000700,-0.007000,0.004200,-0.005000,0.00370,-0.001800,1994-11-30
0.008600,0.000000,-0.001300,0.003700,0.003800,0.00440,0.034800,1994-12-30
0.018000,-0.030600,0.025700,0.001700,-0.007500,0.00420,-0.018100,1995-01-31
0.036300,-0.005400,0.010800,0.005900,-0.003300,0.00400,-0.003900,1995-02-28
0.021900,-0.005100,-0.021500,-0.001700,0.002200,0.00460,0.004300,1995-03-31
0.021100,-0.002200,0.017100,0.004100,0.009000,0.00440,0.017900,1995-04-28
0.029000,-0.021900,0.022900,0.003900,0.000400,0.00540,-0.004200,1995-05-31
0.027200,0.030600,-0.025400,-0.003300,-0.024400,0.00470,0.029300,1995-06-30
0.037200,0.020900,-0.016200,0.003000,-0.016500,0.00450,0.025600,1995-07-31
0.005500,0.017500,0.027900,-0.012400,0.016200,0.00470,0.001600,1995-08-31
0.033500,-0.018800,-0.000400,0.010300,0.003600,0.00430,0.029000,1995-09-29
-0.015200,-0.040400,-0.005000,0.019100,-0.000500,0.00470,0.041600,1995-10-31
0.039600,-0.010700,0.005100,-0.006200,0.011200,0.00420,-0.006800,1995-11-30
0.010300,0.007200,0.002200,-0.013700,0.031000,0.00490,0.025200,1995-12-29
0.022600,-0.025600,0.003800,0.001800,0.023100,0.00430,0.005400,1996-01-31
0.013300,0.017700,-0.010800,0.002400,-0.019000,0.00390,0.005900,1996-02-29
0.007300,0.016100,0.003500,0.014200,-0.009500,0.00390,-0.018400,1996-03-29
0.020600,0.047100,-0.040200,-0.001400,-0.021100,0.00460,-0.008800,1996-04-30
0.023600,0.032100,-0.008300,0.001200,-0.003000,0.00420,0.015400,1996-05-31
-0.011400,-0.036500,0.023500,0.035100,0.012200,0.00400,0.009800,1996-06-28
-0.059700,-0.038100,0.051400,0.029500,0.026000,0.00450,-0.001600,1996-07-31
0.027700,0.025700,-0.007400,-0.003700,-0.024200,0.00410,0.000100,1996-08-30
0.050100,-0.013900,-0.027200,0.012700,-0.022200,0.00440,0.027000,1996-09-30
0.008600,-0.037700,0.049400,0.014000,0.032500,0.00420,0.037900,1996-10-31
0.062500,-0.038000,0.013900,0.021200,-0.007900,0.00410,-0.023700,1996-11-29
-0.017000,0.032500,0.013100,0.003700,0.014900,0.00460,0.006300,1996-12-31
0.049900,-0.018200,-0.014200,0.011900,-0.000200,0.00450,0.019600,1997-01-31
-0.004900,-0.025900,0.056700,0.006700,0.034700,0.00390,-0.021300,1997-02-28
-0.050300,-0.004300,0.033900,0.005000,0.016600,0.00430,0.009000,1997-03-31
0.040400,-0.057000,0.000700,0.032600,-0.007200,0.00430,0.048400,1997-04-30
0.067400,0.047500,-0.041300,-0.010200,-0.029600,0.00490,-0.051700,1997-05-30
0.041000,0.011900,0.015800,0.005600,0.006600,0.00370,0.026000,1997-06-30
0.073300,-0.027600,0.002600,0.000700,-0.025800,0.00430,0.037700,1997-07-31
-0.041500,0.076100,0.011800,-0.011100,-0.000400,0.00410,-0.025600,1997-08-29
0.053500,0.024900,0.003700,-0.016300,-0.009100,0.00440,0.014700,1997-09-30
-0.038000,-0.005200,0.022700,0.010000,0.019400,0.00420,-0.005700,1997-10-31
0.029800,-0.051100,0.012000,0.028100,0.018400,0.00390,0.003300,1997-11-28
0.013200,-0.020300,0.038400,0.007400,0.019200,0.00480,0.039800,1997-12-31
0.001500,-0.013600,-0.016300,0.008700,-0.007300,0.00430,0.001400,1998-01-30
0.070400,0.002000,-0.008500,-0.003100,-0.025400,0.00390,-0.011200,1998-02-27
0.047600,-0.006500,0.013900,-0.002600,-0.003700,0.00390,0.021500,1998-03-31
0.007300,0.000000,0.009400,-0.016900,-0.003600,0.00430,0.007400,1998-04-30
-0.030700,-0.029500,0.034400,0.011000,0.026100,0.00400,0.018200,1998-05-29
0.031800,-0.036600,-0.019600,-0.002600,-0.029700,0.00410,0.072800,1998-06-30
-0.024600,-0.052700,-0.017800,0.017400,0.004500,0.00400,0.036900,1998-07-31
-0.160800,-0.051700,0.035300,0.033700,0.059100,0.00430,0.018400,1998-08-31
0.061500,-0.007800,-0.034200,-0.018800,-0.029900,0.00460,-0.008100,1998-09-30
0.071300,-0.034300,-0.022300,0.009300,0.003100,0.00320,-0.053700,1998-10-30
0.061000,0.007500,-0.032500,-0.008600,-0.011800,0.00310,0.012000,1998-11-30
0.061600,-0.015600,-0.041900,-0.007600,-0.033900,0.00380,0.089200,1998-12-31
0.035000,-0.007500,-0.046000,-0.027700,-0.068000,0.00350,0.030300,1999-01-29
-0.040800,-0.052200,0.019200,-0.012300,0.041000,0.00350,-0.001000,1999-02-26
0.034500,-0.042300,-0.027400,-0.040700,-0.014200,0.00430,-0.012700,1999-03-31
0.043300,0.045200,0.024600,-0.025300,0.008900,0.00370,-0.090400,1999-04-30
-0.024600,0.037100,0.023500,0.009300,0.033400,0.00340,-0.051900,1999-05-28
0.047700,0.022900,-0.031900,0.011300,-0.032100,0.00400,0.050600,1999-06-30
-0.034900,0.025700,-0.004400,0.003600,0.032200,0.00380,0.016600,1999-07-30
-0.013800,-0.017300,-0.018700,-0.002400,0.006400,0.00390,0.031200,1999-08-31
-0.027900,0.025900,-0.034900,-0.007500,-0.012300,0.00390,0.064700,1999-09-30
0.061200,-0.069100,-0.033700,-0.017400,-0.011900,0.00390,0.055000,1999-10-29
0.033700,0.058000,-0.061200,-0.042800,-0.017400,0.00360,0.056400,1999-11-30
0.077200,0.053900,-0.083300,-0.076000,-0.056300,0.00440,0.132200,1999-12-31
-0.047400,0.044200,-0.018800,-0.062900,0.047200,0.00410,0.019200,2000-01-31
0.024500,0.182800,-0.095900,-0.186500,-0.004800,0.00430,0.182000,2000-02-29
0.052000,-0.153200,0.081300,0.117900,-0.015900,0.00470,-0.068300,2000-03-31
-0.064000,-0.050100,0.072600,0.076600,0.056500,0.00460,-0.083900,2000-04-28
-0.044200,-0.038100,0.047500,0.041300,0.013700,0.00500,-0.089800,2000-05-31
0.046400,0.099200,-0.084200,-0.083100,-0.029500,0.00400,0.166000,2000-06-30
-0.025100,-0.010300,0.083100,0.058300,0.029400,0.00480,-0.000500,2000-07-31
0.070300,-0.010300,-0.013900,-0.032200,0.011000,0.00500,0.057300,2000-08-31
-0.054500,0.001900,0.071700,0.025600,0.055300,0.00510,0.019700,2000-09-29
-0.027600,-0.026500,0.057100,0.096100,0.038000,0.00560,-0.044800,2000-10-31
-0.107200,-0.005800,0.123000,0.130700,0.084300,0.00510,-0.023200,2000-11-30
0.011900,0.032600,0.076100,0.017100,0.047900,0.00500,0.067400,2000-12-29
0.031300,0.054800,-0.050700,-0.046900,-0.050300,0.00540,-0.253000,2001-01-31
-0.100500,0.028300,0.124700,0.091000,0.090700,0.00380,0.125700,2001-02-28
-0.072600,0.023300,0.064200,0.033500,0.039200,0.00420,0.085500,2001-03-30
0.079400,-0.008600,-0.046700,-0.030600,-0.032000,0.00390,-0.079000,2001-04-30
0.007200,0.036000,0.033600,0.002500,0.019100,0.00320,0.022100,2001-05-31
-0.019400,0.065700,-0.011200,0.016000,-0.015100,0.00280,0.003800,2001-06-29
-0.021300,-0.028200,0.052100,0.074200,0.030700,0.00300,0.055800,2001-07-31
-0.064600,0.027100,0.023100,0.040500,0.065700,0.00310,0.055300,2001-08-31
-0.092500,-0.057300,0.014500,0.049900,0.032100,0.00280,0.114800,2001-09-28
0.024600,0.052700,-0.076500,-0.029800,-0.045500,0.00220,-0.084700,2001-10-31
0.075400,-0.003100,0.022100,-0.037300,-0.016100,0.00170,-0.086900,2001-11-30
0.016000,0.051600,0.008400,0.003400,-0.002600,0.00150,0.000700,2001-12-31
-0.014400,0.012600,0.034400,0.046900,0.028400,0.00140,0.037500,2002-01-31
-0.022900,-0.003600,0.021600,0.080700,0.051100,0.00130,0.068200,2002-02-28
0.042400,0.042500,0.010600,-0.017800,0.005800,0.00130,-0.016400,2002-03-28
-0.052000,0.067200,0.038800,0.045600,0.053800,0.00150,0.076300,2002-04-30
-0.013800,-0.030200,0.015300,0.023600,0.024400,0.00140,0.031600,2002-05-31
-0.072100,0.038900,-0.000500,0.039300,0.025100,0.00130,0.060300,2002-06-28
-0.081800,-0.064300,-0.038500,0.037900,-0.009900,0.00150,0.037700,2002-07-31
0.005000,-0.013100,0.032800,0.013600,-0.014700,0.00140,0.019000,2002-08-30
-0.103500,0.030800,0.014700,0.032900,-0.021900,0.00140,0.091300,2002-09-30
0.078400,-0.043100,-0.039500,-0.033900,0.007600,0.00140,-0.055800,2002-10-31
0.059600,0.029100,-0.012300,-0.092000,0.051500,0.00120,-0.163300,2002-11-29
-0.057600,0.006200,0.021400,0.062900,-0.016800,0.00110,0.096400,2002-12-31
-0.025700,0.007000,-0.008300,-0.009900,0.006900,0.00100,0.015500,2003-01-31
-0.018800,-0.009300,-0.013900,0.008300,-0.006200,0.00090,0.011700,2003-02-28
0.010900,0.006500,-0.019300,0.018700,-0.007700,0.00100,0.014800,2003-03-31
0.082200,0.010200,0.011400,-0.046800,0.010600,0.00100,-0.093300,2003-04-30
0.060500,0.048100,0.004000,-0.070000,0.029100,0.00090,-0.107000,2003-05-30
0.014200,0.016600,0.001100,0.005100,-0.003800,0.00100,-0.010000,2003-06-30
0.023500,0.045400,-0.012400,-0.041400,0.017800,0.00070,-0.002400,2003-07-31
0.023400,0.024800,0.015300,-0.022500,0.021400,0.00070,-0.006200,2003-08-29
-0.012400,0.005400,0.001600,0.010100,0.003400,0.00080,-0.001900,2003-09-30
0.060800,0.027100,0.019700,-0.013500,0.015500,0.00070,0.039900,2003-10-31
0.013500,0.023300,0.017800,0.001900,0.018100,0.00070,0.014600,2003-11-28
0.042900,-0.024900,0.016000,0.005600,0.009400,0.00080,-0.055700,2003-12-31
0.021500,0.024500,0.024900,-0.036600,0.033800,0.00070,0.025800,2004-01-30
0.014000,-0.009300,0.009000,0.021700,-0.012100,0.00060,-0.011400,2004-02-27
-0.013200,0.021000,0.002700,0.015600,-0.009800,0.00090,0.001700,2004-03-31
-0.018300,-0.020100,-0.031000,0.034500,-0.028400,0.00080,-0.053800,2004-04-30
0.011700,-0.003800,-0.002500,-0.011800,0.000300,0.00060,0.015000,2004-05-28
0.018600,0.025600,0.011800,0.012000,-0.003900,0.00080,0.020500,2004-06-30
-0.040600,-0.029500,0.032400,0.053200,-0.016600,0.00100,-0.022900,2004-07-30
0.000800,-0.011300,0.009700,0.012300,-0.014700,0.00110,-0.015900,2004-08-31
0.016000,0.032700,0.000000,-0.014900,-0.018800,0.00110,0.054900,2004-09-30
0.014300,0.001900,-0.002200,-0.005200,0.004900,0.00110,-0.013800,2004-10-29
0.045400,0.041100,0.014100,-0.005800,-0.002200,0.00150,0.031600,2004-11-30
0.034300,-0.000500,-0.002200,-0.011600,0.004600,0.00160,-0.028700,2004-12-31
-0.027600,-0.011700,0.020600,0.027400,-0.014600,0.00160,0.030500,2005-01-31
0.018900,-0.003100,0.015400,0.014300,-0.000500,0.00160,0.033700,2005-02-28
-0.019700,-0.014200,0.020400,0.004700,0.012900,0.00210,0.004100,2005-03-31
-0.026100,-0.039800,0.000700,0.009700,-0.009400,0.00210,-0.006900,2005-04-29
0.036500,0.027900,-0.006400,-0.010000,0.003000,0.00240,0.004500,2005-05-31
0.005700,0.032800,0.028300,0.009600,-0.005100,0.00230,0.020500,2005-06-30
0.039200,0.028100,-0.007900,-0.011900,-0.008200,0.00240,0.000600,2005-07-29
-0.012200,-0.008900,0.013200,-0.020500,0.003700,0.00300,0.020800,2005-08-31
0.004900,-0.003400,0.007100,0.002700,-0.006000,0.00290,0.034300,2005-09-30
-0.020200,-0.014500,0.004200,-0.009300,-0.013000,0.00270,-0.013900,2005-10-31
0.036100,0.008400,-0.011600,-0.007600,-0.011400,0.00310,0.003500,2005-11-30
-0.002500,-0.002000,0.002000,0.002100,0.002300,0.00320,0.007700,2005-12-30
0.030400,0.057500,0.010800,-0.006400,-0.004600,0.00350,0.025300,2006-01-31
-0.003000,-0.004200,-0.003400,-0.005100,0.019100,0.00340,-0.018400,2006-02-28
0.014600,0.033800,0.006000,0.000600,-0.004100,0.00370,0.012600,2006-03-31
0.007300,-0.008400,0.023400,0.018000,0.000100,0.00360,0.006400,2006-04-28
-0.035700,-0.028500,0.024100,0.011500,0.014600,0.00430,-0.037000,2006-05-31
-0.003500,-0.002400,0.008500,0.013200,-0.000700,0.00400,0.015400,2006-06-30
-0.007800,-0.036300,0.026000,0.016300,0.009000,0.00400,-0.021200,2006-07-31
0.020300,0.004400,-0.020600,-0.018600,0.020900,0.00420,-0.033800,2006-08-31
0.018400,-0.014600,0.000800,0.008200,0.006000,0.00410,-0.009600,2006-09-29
0.032300,0.019800,-0.003100,-0.001200,0.002800,0.00410,-0.002000,2006-10-31
0.017100,0.007100,0.001400,0.001500,-0.008000,0.00420,-0.010300,2006-11-30
0.008700,-0.008100,0.027300,-0.007200,0.020600,0.00400,0.007900,2006-12-29
0.014000,0.000700,-0.006800,0.002500,0.003800,0.00440,0.002400,2007-01-31
-0.019600,0.012900,-0.001400,-0.005100,-0.007100,0.00380,-0.013500,2007-02-28
0.006800,0.002000,-0.009700,0.006400,-0.006500,0.00430,0.025600,2007-03-30
0.034900,-0.020400,-0.014500,0.011500,0.010300,0.00440,-0.002400,2007-04-30
0.032400,0.004000,-0.006500,0.015800,-0.013600,0.00410,-0.003400,2007-05-31
-0.019600,0.007400,-0.010500,0.005300,0.000800,0.00400,0.005100,2007-06-29
-0.037300,-0.029900,-0.037100,0.002000,-0.011300,0.00400,0.029400,2007-07-31
0.009200,-0.003700,-0.018600,-0.012100,-0.005300,0.00420,0.001000,2007-08-31
0.032200,-0.024400,-0.022100,-0.005200,-0.030200,0.00320,0.046300,2007-09-28
0.018000,-0.000800,-0.029800,-0.003000,-0.000900,0.00320,0.050200,2007-10-31
-0.048300,-0.030200,-0.009400,0.018900,-0.002900,0.00340,0.009900,2007-11-30
-0.008700,0.001500,-0.005500,0.008700,-0.010500,0.00270,0.066300,2007-12-31
-0.063600,-0.006500,0.039700,0.021400,0.021400,0.00210,-0.077500,2008-01-31
-0.030900,-0.006600,-0.008400,0.008800,-0.009300,0.00130,0.061000,2008-02-29
-0.009300,0.005600,0.003000,0.007900,0.005000,0.00170,0.042700,2008-03-31
0.046000,-0.012000,-0.009400,0.016400,-0.024700,0.00180,-0.003100,2008-04-30
0.018600,0.030200,-0.014300,0.009300,-0.000600,0.00180,0.033100,2008-05-30
-0.084400,0.011800,-0.027100,0.049600,-0.005500,0.00170,0.127500,2008-06-30
-0.007700,0.037200,0.054200,-0.013700,0.010800,0.00150,-0.051300,2008-07-31
0.015300,0.034600,0.015900,0.018600,0.008400,0.00130,-0.040200,2008-08-29
-0.092400,0.002500,0.059100,0.024100,0.017800,0.00150,0.002800,2008-09-30
-0.172300,-0.033400,-0.023000,0.030400,0.020500,0.00080,0.078500,2008-10-31
-0.078600,-0.038900,-0.063100,0.045300,0.027500,0.00030,0.071700,2008-11-28
0.017400,0.032900,0.001400,0.000600,-0.014900,0.00000,-0.050900,2008-12-31
-0.081200,-0.021400,-0.112900,0.001800,-0.011700,0.00000,-0.021800,2009-01-30
-0.101000,-0.013200,-0.069500,0.011900,-0.010200,0.00010,0.044100,2009-02-27
0.089500,0.006700,0.034700,-0.025200,-0.022500,0.00020,-0.118700,2009-03-31
0.101800,0.071300,0.053600,0.013100,0.001300,0.00010,-0.343000,2009-04-30
0.052100,-0.023200,0.002800,-0.007800,-0.021700,0.00000,-0.124900,2009-05-29
0.004300,0.022900,-0.027300,-0.014100,-0.003300,0.00010,0.054800,2009-06-30
0.077200,0.023900,0.048300,-0.004600,0.031400,0.00010,-0.055500,2009-07-31
0.033300,-0.000900,0.076300,-0.030200,0.033400,0.00010,-0.090700,2009-08-31
0.040800,0.027300,0.010500,0.013100,0.003600,0.00010,-0.047900,2009-09-30
-0.025900,-0.049300,-0.042100,0.041700,-0.015100,0.00000,0.026100,2009-10-30
0.055600,-0.026800,-0.003400,0.010000,0.001200,0.00000,0.003000,2009-11-30
0.027500,0.062400,-0.001700,0.010200,-0.000900,0.00010,0.030100,2009-12-31
-0.033600,0.003400,0.004300,-0.012700,0.004600,0.00000,-0.054000,2010-01-29
0.034000,0.015100,0.032300,-0.002700,0.014300,0.00000,0.037400,2010-02-26
0.063100,0.018500,0.022100,-0.006500,0.016900,0.00010,0.037600,2010-03-31
0.020000,0.049800,0.028900,0.006900,0.017200,0.00010,0.031600,2010-04-30
-0.078900,0.000400,-0.024400,0.013000,-0.002100,0.00010,-0.002500,2010-05-28
-0.055700,-0.024700,-0.047000,-0.001600,-0.015500,0.00010,-0.027600,2010-06-30
0.069300,0.001200,-0.003100,0.002400,0.020100,0.00010,0.018800,2010-07-30
-0.047700,-0.031500,-0.019000,0.005300,-0.015900,0.00010,-0.000600,2010-08-31
0.095400,0.037500,-0.031600,-0.002100,0.003800,0.00010,0.014100,2010-09-30
0.038800,0.008000,-0.024300,0.011900,-0.002600,0.00010,0.015800,2010-10-29
0.006000,0.036700,-0.009600,0.004500,0.015900,0.00010,0.026600,2010-11-30
0.068200,0.010300,0.037000,-0.034400,0.031600,0.00010,-0.030300,2010-12-31
0.019900,-0.024300,0.008300,-0.007600,0.008300,0.00010,-0.002900,2011-01-31
0.034900,0.016500,0.012700,-0.019400,0.008800,0.00010,0.019900,2011-02-28
0.004600,0.026200,-0.018300,0.017600,-0.000300,0.00010,0.034000,2011-03-31
0.029000,-0.005500,-0.024300,0.010100,-0.008000,0.00000,0.000400,2011-04-29
-0.012700,-0.006300,-0.021200,0.020800,-0.015900,0.00000,-0.006200,2011-05-31
-0.017500,0.001600,-0.004200,0.024900,-0.015300,0.00000,0.017800,2011-06-30
-0.023500,-0.012000,-0.009000,0.026800,-0.018100,0.00000,0.001800,2011-07-29
-0.059900,-0.032000,-0.023600,0.033000,-0.003800,0.00010,-0.002800,2011-08-31
-0.075900,-0.036600,-0.017200,0.020400,0.002400,0.00000,-0.024200,2011-09-30
0.113500,0.034600,0.001000,-0.021600,-0.008600,0.00000,-0.014300,2011-10-31
-0.002800,-0.002800,-0.004600,0.018600,0.014900,0.00000,0.038400,2011-11-30
0.007400,-0.003300,0.016300,0.009800,0.025200,0.00000,0.018100,2011-12-30
0.050500,0.020600,-0.009700,-0.020100,-0.014300,0.00000,-0.079100,2012-01-31
0.044200,-0.017100,0.004300,-0.004800,-0.000100,0.00000,-0.002900,2012-02-29
0.031100,-0.004700,0.011400,-0.005400,0.007400,0.00000,0.013000,2012-03-30
-0.008500,-0.005500,-0.007800,0.013000,0.006500,0.00000,0.037500,2012-04-30
-0.061900,-0.001200,-0.010700,0.020800,0.023100,0.00010,0.064900,2012-05-31
0.038900,0.008400,0.006200,-0.010900,0.004600,0.00000,-0.010600,2012-06-29
0.007900,-0.027800,-0.000200,0.011000,0.000500,0.00000,0.030400,2012-07-31
0.025500,0.004400,0.013000,-0.013300,-0.008400,0.00010,-0.023700,2012-08-31
0.027300,0.006100,0.016000,-0.014900,0.015500,0.00010,-0.011400,2012-09-28
-0.017600,-0.008900,0.035900,-0.013400,0.025000,0.00010,0.001400,2012-10-31
0.007800,0.004600,-0.008400,0.006000,0.008400,0.00010,0.004900,2012-11-30
0.011800,0.018900,0.035100,-0.018500,0.009100,0.00010,-0.028600,2012-12-31
0.055700,0.004800,0.009600,-0.019300,0.014100,0.00000,-0.017900,2013-01-31
0.012900,-0.002500,0.001100,-0.006700,0.005200,0.00000,0.012900,2013-02-28
0.040300,0.008500,-0.001900,0.001400,0.013800,0.00000,0.019200,2013-03-28
0.015500,-0.022500,0.004500,0.002700,0.003700,0.00000,0.002200,2013-04-30
0.028000,0.020600,0.026300,-0.019700,-0.008700,0.00000,-0.020200,2013-05-31
-0.012000,0.015700,0.000300,-0.003800,0.000000,0.00000,0.005200,2013-06-28
0.056500,0.018100,0.005700,-0.013500,0.005100,0.00000,0.017600,2013-07-31
-0.027100,-0.000600,-0.026900,0.006600,-0.021600,0.00000,0.000200,2013-08-30
0.037700,0.026300,-0.012200,-0.005800,-0.013600,0.00000,0.030600,2013-09-30
0.041800,-0.014800,0.012500,0.027800,0.008700,0.00000,0.000800,2013-10-31
0.031300,0.014100,0.003200,0.001400,0.000400,0.00000,0.004400,2013-11-29
0.028100,-0.004500,-0.000200,-0.004600,0.000900,0.00000,0.000200,2013-12-31
-0.033200,0.005800,-0.020700,-0.038800,-0.014200,0.00000,0.017100,2014-01-31
0.046500,0.001400,-0.003100,-0.002300,-0.004500,0.00000,0.020700,2014-02-28
0.004300,-0.010900,0.049300,0.021300,0.019200,0.00000,-0.032900,2014-03-31
-0.001900,-0.041200,0.011700,0.034800,0.010200,0.00000,-0.038900,2014-04-30
0.020600,-0.018900,-0.001300,0.000500,-0.010000,0.00000,0.008700,2014-05-30
0.026100,0.031100,-0.007000,-0.018900,-0.020000,0.00000,0.006900,2014-06-30
-0.020400,-0.042900,0.000300,0.008900,0.005200,0.00000,-0.001200,2014-07-31
0.042400,0.003100,-0.004500,-0.006400,-0.007000,0.00000,0.008200,2014-08-29
-0.019700,-0.037200,-0.013400,0.013000,-0.005100,0.00000,0.005000,2014-09-30
0.025200,0.037300,-0.018100,-0.005700,-0.001100,0.00000,-0.000600,2014-10-31
0.025500,-0.022800,-0.030900,0.015000,0.002700,0.00000,0.006900,2014-11-28
-0.000600,0.028600,0.022700,-0.012200,0.009600,0.00000,0.011200,2014-12-31
-0.031100,-0.009200,-0.035800,0.016100,-0.016500,0.00000,0.038400,2015-01-30
0.061300,0.003200,-0.018600,-0.011200,-0.018200,0.00000,-0.028200,2015-02-27
-0.011200,0.030700,-0.003700,0.000900,-0.005200,0.00000,0.027400,2015-03-31
0.005900,-0.030900,0.018200,0.000600,-0.006100,0.00000,-0.072700,2015-04-30
0.013600,0.008300,-0.011400,-0.017900,-0.007400,0.00000,0.058200,2015-05-29
-0.015300,0.029000,-0.007900,0.004400,-0.015800,0.00000,0.030100,2015-06-30
